순,이름,팀,war,g,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,ops,woba,wrc+,war,wpa
,김경태,19한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,최영환,19롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이상영,19LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,신정락,19LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,민태호,19NDH,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,주권,19KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,오현택,19롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
181,이상영,19LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,신정락,19LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,민태호,19NDH,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,주권,19KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,오현택,19롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,최지광,19삼P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김영규,19NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,손승락,19롯P,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,전사민,19NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이대은,19KP,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이영하,19두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,양승철,19KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,권혁,19두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고우석,19LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장원삼,19LP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤지웅,19NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고영창,19KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,원종현,19NP,0.00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,고효준,19롯P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김태훈,19SP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,윤영삼,19키P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,정우람,19한P,0.00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,진해수,19LDH,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,최동환,19LP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,유원상,19NP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,함덕주,19두P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,장지수,19KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,전상현,19KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,이우석,19NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김건태,19NDH,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
211,홍성무,19NP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,배영수,19두P,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,정성곤,19KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,서폴드,19한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,안영명,19한P,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김진성,19NP,0.00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,김세현,19KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,박진형,19롯P,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,하준호,19KP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,손동현,19KP,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,임준섭,19한P,0.00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
,강윤구,19NP,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00
223,김형준,19NC,-0.00,55,119,107,13,24,5,0,2,35,9,0,0,8,0,0,24,1,4,0,.224,.278,.327,.605,.274,58.5,-0.00,-1.08
224,김주형,19키2B,-0.00,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.00,-0.00
225,변우혁,19한1B,-0.01,29,61,53,7,12,1,0,1,16,2,0,0,7,1,0,17,3,0,0,.226,.328,.302,.630,.306,84.3,-0.01,-0.35
226,신민재,19L2B,-0.01,81,93,80,25,19,3,0,0,22,5,10,8,8,3,0,17,0,1,1,.238,.326,.275,.601,.291,72.2,-0.01,-0.18
227,윤여운,19NC,-0.01,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.250,.250,.250,.500,.236,32.5,-0.01,0.01
228,김응민,19삼C,-0.02,8,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0,0,.231,.231,.308,.539,.247,40.6,-0.02,-0.28
229,김사훈,19롯C,-0.02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,-0.03
230,박민석,19KSS,-0.02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,-0.00
231,최정용,19K2B,-0.02,8,21,21,4,6,0,0,0,6,1,0,0,0,0,0,10,0,0,0,.286,.286,.286,.571,.270,53.6,-0.02,-0.09
232,이유찬,19두DH,-0.02,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,0.00
233,최준우,19S2B,-0.02,15,36,33,3,7,2,0,0,9,0,0,0,3,0,0,3,2,0,0,.212,.278,.273,.551,.265,54.8,-0.02,-0.21
234,문선재,19KLF,-0.02,29,61,49,7,8,0,0,3,17,6,2,1,9,1,0,18,0,0,2,.163,.295,.347,.642,.298,76.9,-0.02,-0.47
235,김재윤,19KP,-0.02,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,-0.05
236,정성종,19롯,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,-0.06
237,양우현,19삼,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.02,0.00
238,박찬도,19삼RF,-0.02,30,34,32,10,9,1,0,0,10,2,0,1,2,0,1,10,0,0,0,.281,.324,.313,.636,.291,72.6,-0.02,-0.37
239,안치영,19K3B,-0.02,5,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,.167,.286,.167,.452,.242,38.2,-0.02,-0.15
240,김성민,19SDH,-0.03,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.236,33.0,-0.03,-0.07
241,김준완,19NRF,-0.03,8,19,16,0,4,0,0,0,4,1,0,0,2,0,0,2,0,0,1,.250,.316,.250,.566,.275,59.2,-0.03,-0.41
242,추재현,19키RF,-0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.03,0.00
243,김종민,19한C,-0.03,10,21,20,2,4,0,0,1,7,1,0,0,0,0,0,7,1,1,0,.200,.200,.350,.550,.234,36.5,-0.03,-0.37
244,황진수,19롯3B,-0.03,6,4,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.250,.000,.250,.180,-3.7,-0.03,0.03
245,박정권,19S1B,-0.03,18,37,32,5,6,1,0,1,10,5,0,0,5,0,0,11,0,0,0,.188,.297,.313,.610,.291,69.4,-0.03,-0.63
246,정준혁,19롯LF,-0.03,6,11,11,1,3,0,0,0,3,1,0,0,0,0,0,6,0,0,0,.273,.273,.273,.546,.258,49.2,-0.03,-0.03
247,김수산,19키2B,-0.04,5,10,8,1,1,0,0,0,1,0,0,0,2,0,0,2,1,0,0,.125,.300,.125,.425,.239,36.8,-0.04,-0.21
248,류형우,19L1B,-0.04,10,12,11,2,2,0,0,0,2,1,0,0,1,0,0,3,1,0,0,.182,.250,.182,.432,.218,21.0,-0.04,0.03
249,김태근,19두DH,-0.04,9,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,,,,,,,-0.04,0.02
250,서상우,19LDH,-0.04,13,24,21,2,5,1,0,0,6,1,0,0,3,0,0,8,1,0,0,.238,.333,.286,.619,.303,79.6,-0.04,-0.22
251,이인행,19KRF,-0.04,9,20,16,1,3,1,0,0,4,2,0,0,2,1,0,6,1,1,0,.188,.316,.250,.566,.270,56.0,-0.04,0.06
252,김철호,19N,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
253,홍재호,19K2B,-0.05,10,20,19,2,4,0,0,0,4,0,0,0,1,0,0,5,1,0,0,.211,.250,.211,.461,.225,25.2,-0.05,0.17
254,박준혁,19한LF,-0.05,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
255,해즐베이커,19KCF,-0.05,11,46,41,5,6,2,0,2,14,5,1,1,4,1,0,18,0,0,0,.146,.239,.341,.581,.268,55.2,-0.05,0.22
256,김재현,19삼2B,-0.05,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.03
257,송승환,19두,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.00
258,이현동,19삼RF,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,-0.07
259,김창혁,19한C,-0.05,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.05,0.00
260,최민재,19SRF,-0.06,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.06,-0.08
261,정훈,19롯1B,-0.06,88,222,190,26,43,4,1,2,55,17,4,3,23,5,1,47,4,3,1,.226,.324,.289,.614,.293,73.4,-0.06,-0.59
262,국해성,19두RF,-0.06,21,41,35,2,6,3,0,0,9,2,0,0,5,1,0,13,3,0,0,.171,.293,.257,.550,.272,60.3,-0.06,-0.65
263,이대형,19K,-0.07,18,19,14,2,2,1,0,0,3,4,0,0,4,0,0,5,0,0,1,.143,.316,.214,.530,.271,58.6,-0.07,-0.10
264,이현석,19SC,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,-0.03
265,서예일,19두3B,-0.07,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,0.00
266,지석훈,19N3B,-0.07,76,169,149,15,34,9,0,2,49,15,0,1,10,6,1,37,6,2,2,.228,.299,.329,.628,.290,69.9,-0.07,0.44
267,김문호,19롯CF,-0.07,51,109,103,6,25,7,0,0,32,4,2,0,4,0,0,30,1,1,1,.243,.269,.311,.579,.267,55.1,-0.07,-1.10
268,남태혁,19SDH,-0.07,12,24,22,1,5,0,0,0,5,1,0,0,2,0,0,3,3,0,0,.227,.292,.227,.519,.257,48.3,-0.07,-0.47
269,윤해진,19K3B,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.07,0.05
270,나경민,19롯CF,-0.07,45,49,45,10,9,0,2,0,13,7,2,0,3,1,0,12,0,0,0,.200,.265,.289,.554,.262,54.5,-0.07,0.44
271,문상철,19K1B,-0.07,33,67,59,8,12,1,0,2,19,7,2,0,4,2,0,26,1,0,2,.203,.269,.322,.591,.274,61.3,-0.07,-0.28
272,유재신,19KLF,-0.08,71,59,51,17,13,2,1,0,17,6,4,3,6,0,0,12,1,1,1,.255,.328,.333,.661,.306,80.1,-0.08,0.11
273,송준석,19삼LF,-0.08,26,56,51,6,12,3,0,1,18,4,0,0,2,1,0,14,3,1,1,.235,.273,.353,.626,.282,63.0,-0.08,-0.43
274,배성근,19롯2B,-0.08,36,48,44,4,9,1,0,0,10,2,1,0,4,0,0,13,0,0,0,.205,.271,.227,.498,.245,40.3,-0.08,0.06
275,오태곤,19KDH,-0.08,60,192,164,27,36,5,0,2,47,13,10,2,20,4,0,39,4,3,1,.220,.318,.287,.604,.289,70.7,-0.08,-0.33
276,김병희,19K3B,-0.08,4,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.143,.143,.143,.286,.135,-36.3,-0.08,-0.03
277,박정음,19키LF,-0.09,60,88,71,13,14,2,1,0,18,7,6,5,11,5,0,31,1,1,0,.197,.345,.254,.598,.300,75.9,-0.09,-0.14
278,최승준,19S1B,-0.09,10,24,22,2,5,0,0,0,5,0,0,0,2,0,0,10,1,0,0,.227,.292,.227,.519,.257,48.1,-0.09,-0.19
279,이창열,19한DH,-0.09,11,16,13,3,2,0,0,0,2,1,0,0,1,1,0,5,1,1,0,.154,.267,.154,.421,.210,18.8,-0.09,0.07
280,전준호,19LC,-0.10,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.10,-0.05
281,김진곤,19KCF,-0.10,19,34,30,4,8,2,0,0,10,6,1,1,2,0,0,8,1,2,0,.267,.313,.333,.646,.287,67.5,-0.10,0.03
282,유영준,19N,-0.10,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.10,-0.04
283,이병규,19롯DH,-0.11,8,22,19,1,3,2,0,0,5,0,0,0,2,1,0,7,1,0,0,.158,.273,.263,.536,.262,52.5,-0.11,-0.27
284,이원석,19한CF,-0.11,13,9,6,3,0,0,0,0,0,0,2,0,2,1,0,5,0,0,0,.000,.333,.000,.333,.244,39.0,-0.11,0.04
285,배영섭,19SLF,-0.11,30,80,71,5,16,1,0,0,17,7,2,0,6,2,0,15,0,0,1,.225,.300,.239,.539,.267,54.8,-0.11,0.40
286,임동휘,19키3B,-0.11,11,18,15,0,2,1,0,0,3,3,0,0,1,1,0,7,1,1,0,.133,.235,.200,.435,.208,13.1,-0.11,-0.24
287,박헌욱,19NCF,-0.11,6,9,9,0,1,1,0,0,2,1,0,0,0,0,0,5,1,0,0,.111,.111,.222,.333,.146,-27.8,-0.11,0.03
288,최정민,19K2B,-0.12,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.12,-0.19
289,황대인,19K1B,-0.12,12,28,25,0,5,2,0,0,7,0,0,0,1,2,0,8,0,0,0,.200,.286,.280,.566,.275,59.0,-0.12,-0.20
290,고영우,19K3B,-0.12,22,32,31,2,7,0,1,0,9,3,0,1,0,1,0,8,1,0,0,.226,.250,.290,.540,.252,42.4,-0.12,-0.08
291,박한결,19한SS,-0.12,9,11,11,0,2,0,0,0,2,0,0,1,0,0,0,4,1,0,0,.182,.182,.182,.364,.172,-6.7,-0.12,-0.27
292,허정협,19키LF,-0.13,37,77,68,3,16,1,0,0,17,8,0,0,7,1,0,19,1,0,1,.235,.312,.250,.562,.277,61.9,-0.13,-0.34
293,주효상,19키C,-0.13,18,30,29,3,6,2,1,0,10,5,0,0,1,0,0,7,0,0,0,.207,.233,.345,.578,.261,46.2,-0.13,0.00
294,오영수,19NDH,-0.13,3,8,8,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.125,.125,.125,.250,.118,-47.9,-0.13,-0.05
295,김재율,19L3B,-0.13,4,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.111,.111,.111,.222,.105,-56.1,-0.13,-0.18
296,장승현,19두C,-0.14,35,46,41,3,7,2,0,0,9,3,0,0,3,1,0,13,0,0,1,.171,.239,.220,.459,.223,26.1,-0.14,-0.20
297,김민식,19KC,-0.14,53,116,96,6,16,2,0,0,18,14,2,0,15,3,0,29,1,0,2,.167,.293,.188,.481,.249,42.3,-0.14,-0.23
298,정진기,19SRF,-0.14,13,17,16,1,3,0,0,0,3,2,0,0,1,0,0,2,0,0,0,.188,.235,.188,.423,.209,15.6,-0.14,-0.13
299,박승규,19삼CF,-0.14,14,23,21,2,4,0,0,0,4,2,1,1,2,0,0,7,0,0,0,.190,.261,.190,.451,.227,28.5,-0.14,-0.08
300,김민수,19삼C,-0.15,29,41,39,5,8,1,0,0,9,2,0,0,1,0,0,16,0,0,1,.205,.220,.231,.450,.211,17.3,-0.15,-0.59
301,김호재,19삼2B,-0.16,28,33,32,1,7,1,0,0,8,0,0,1,1,0,0,7,1,0,0,.219,.242,.250,.492,.234,32.4,-0.16,-0.07
302,송성문,19키3B,-0.16,103,335,308,33,70,12,5,3,101,34,2,1,19,0,0,53,7,4,4,.227,.269,.328,.597,.272,57.6,-0.16,-1.76
303,백창수,19한LF,-0.17,16,48,44,4,10,3,0,0,13,3,0,0,0,2,0,18,1,2,0,.227,.261,.295,.556,.251,46.8,-0.17,-0.38
304,고명성,19KSS,-0.17,30,18,16,4,2,0,0,0,2,0,0,0,2,0,0,7,1,0,0,.125,.222,.125,.347,.185,-1.3,-0.17,-0.19
305,김용의,19L1B,-0.18,114,210,179,35,39,5,3,0,50,17,8,3,24,2,1,38,1,4,1,.218,.316,.279,.595,.282,65.1,-0.18,-0.35
306,강승호,19S2B,-0.18,15,42,39,5,6,0,0,2,12,5,0,0,2,0,0,18,1,1,0,.154,.195,.308,.503,.223,19.7,-0.18,-0.38
307,안중열,19롯C,-0.19,73,145,136,10,26,6,1,2,40,4,0,1,6,2,0,41,2,1,0,.191,.236,.294,.530,.246,40.6,-0.19,-1.69
308,신용수,19롯SS,-0.19,17,20,20,4,2,0,0,1,5,2,0,0,0,0,0,4,0,0,0,.100,.100,.250,.350,.151,-25.6,-0.19,-0.24
309,김영환,19K,-0.19,13,15,14,1,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,.071,.133,.071,.205,.111,-51.5,-0.19,-0.39
310,이상호,19N2B,-0.19,102,256,234,30,65,7,0,0,72,12,10,5,9,2,0,22,10,8,3,.278,.307,.308,.614,.281,63.9,-0.19,-1.34
311,이진영,19KRF,-0.19,11,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,.133,.133,.133,.267,.126,-42.1,-0.19,-0.14
312,장운호,19한RF,-0.20,7,12,10,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,.100,.182,.100,.282,.139,-31.9,-0.20,-0.04
313,백승민,19삼1B,-0.21,19,45,42,4,10,1,0,0,11,4,0,0,2,0,0,12,2,0,1,.238,.267,.262,.529,.250,44.1,-0.21,-0.31
314,박준태,19KRF,-0.21,38,47,41,13,7,3,0,0,10,4,1,1,4,0,0,15,1,0,2,.171,.234,.244,.478,.226,26.0,-0.21,-0.58
315,김경호,19두CF,-0.22,32,27,26,4,5,1,0,0,6,2,0,0,0,0,0,7,0,1,0,.192,.192,.231,.423,.189,1.4,-0.22,-0.44
316,정보근,19롯C,-0.22,15,35,32,3,4,0,0,0,4,1,0,0,2,1,0,10,2,0,0,.125,.200,.125,.325,.171,-9.9,-0.22,-0.45
317,김대한,19두CF,-0.22,19,18,15,4,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,.000,.167,.000,.167,.120,-43.4,-0.22,-0.19
318,김창평,19S2B,-0.23,18,53,45,4,8,2,0,0,10,3,0,0,4,1,0,11,1,3,0,.178,.260,.222,.482,.225,27.3,-0.23,-0.49
319,백승현,19L3B,-0.23,14,30,30,1,5,1,0,0,6,0,1,0,0,0,0,10,1,0,0,.167,.167,.200,.367,.170,-11.5,-0.23,-0.59
320,최경모,19S2B,-0.25,17,16,16,2,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,.063,.063,.125,.188,.082,-69.6,-0.25,-0.05
321,문규현,19롯3B,-0.27,40,72,64,7,16,2,0,0,18,10,0,0,3,0,0,10,1,2,3,.250,.271,.281,.553,.250,43.9,-0.27,-0.50
322,손주인,19삼1B,-0.27,20,35,31,2,6,0,0,1,9,4,0,1,2,0,0,6,3,2,0,.194,.242,.290,.533,.235,31.3,-0.27,-0.30
323,배정대,19KCF,-0.27,66,84,74,15,15,4,0,0,19,6,0,2,7,1,0,23,2,2,0,.203,.281,.257,.537,.256,46.7,-0.27,-0.70
324,백동훈,19두RF,-0.27,41,52,47,8,8,2,0,0,10,2,0,1,3,2,0,16,0,0,0,.170,.250,.213,.463,.230,30.7,-0.27,-0.39
325,유장혁,19한LF,-0.28,38,61,55,10,9,1,0,1,13,4,3,0,5,0,0,17,0,0,1,.164,.230,.236,.466,.223,27.0,-0.28,-0.38
326,구본혁,19L3B,-0.28,57,95,85,10,15,1,0,1,19,6,2,1,6,2,0,17,0,1,1,.176,.245,.224,.468,.226,29.0,-0.28,-0.53
327,안상현,19S2B,-0.29,65,108,102,14,24,3,0,0,27,5,7,3,4,0,0,28,3,1,1,.235,.262,.265,.526,.247,42.0,-0.29,-0.12
328,오재원,19두2B,-0.30,98,204,177,30,29,8,1,3,48,18,6,2,25,0,0,50,3,2,0,.164,.267,.271,.539,.257,51.4,-0.30,-1.55
329,이성곤,19삼RF,-0.30,13,28,28,1,5,3,0,0,8,0,0,0,0,0,0,6,0,0,0,.179,.179,.286,.464,.209,13.3,-0.30,-0.12
330,김성훈,19삼2B,-0.32,65,88,77,14,14,1,1,1,20,5,4,3,7,0,0,11,0,4,0,.182,.250,.260,.510,.233,31.0,-0.32,-0.22
331,이성우,19LC,-0.33,54,74,64,2,10,3,0,0,13,6,0,0,4,3,0,11,2,3,0,.156,.239,.203,.443,.212,18.9,-0.33,-0.26
332,정상호,19LC,-0.33,22,24,24,1,2,1,0,0,3,2,0,0,0,0,0,11,3,0,0,.083,.083,.125,.208,.094,-62.6,-0.33,-0.21
333,이해창,19KC,-0.35,30,43,40,0,5,0,0,0,5,0,0,0,2,1,0,11,0,0,0,.125,.186,.125,.311,.161,-17.8,-0.35,-0.89
334,김진형,19N1B,-0.35,11,23,20,2,3,1,0,0,4,2,0,0,0,0,0,4,1,1,2,.150,.136,.200,.336,.139,-32.3,-0.35,-0.35
335,정진호,19두RF,-0.37,66,110,96,13,20,0,0,1,23,3,5,2,11,0,0,24,2,3,0,.208,.290,.240,.529,.254,47.1,-0.37,-1.24
336,정현,19KS2B,-0.38,27,44,37,3,3,0,0,0,3,2,1,1,6,0,0,16,1,0,1,.081,.205,.081,.286,.163,-15.9,-0.38,-0.39
337,김인환,19한1B,-0.38,18,46,42,1,9,1,0,0,10,2,0,0,2,0,0,9,0,0,2,.214,.239,.238,.477,.224,28.1,-0.38,-0.33
338,오선우,19KRF,-0.39,27,57,53,5,8,1,1,1,14,4,0,0,3,1,0,24,0,0,0,.151,.211,.264,.475,.223,22.9,-0.39,-0.75
339,한동희,19롯3B,-0.41,59,207,187,12,38,9,0,2,53,9,1,0,18,0,0,57,3,0,2,.203,.271,.283,.554,.263,52.4,-0.41,-1.93
340,김준태,19롯C,-0.44,43,104,88,10,14,3,0,0,17,8,0,0,12,2,0,23,1,2,0,.159,.275,.193,.468,.236,34.2,-0.44,-0.13
341,안승한,19KC,-0.47,36,47,44,4,6,1,0,0,7,5,0,0,1,1,0,13,1,1,0,.136,.174,.159,.333,.160,-18.6,-0.47,-0.87
342,오정환,19K2B,-0.48,30,29,28,8,4,0,0,0,4,1,0,2,0,0,0,12,1,1,0,.143,.143,.143,.286,.130,-39.7,-0.48,-0.74
343,박승욱,19SK1B,-0.49,101,244,222,24,52,3,4,3,72,15,4,1,14,2,0,50,5,6,0,.234,.286,.324,.610,.279,63.5,-0.49,-1.93
344,나주환,19S2B,-0.52,94,245,225,14,50,9,0,3,68,20,1,2,12,3,0,54,6,4,1,.222,.270,.302,.572,.265,53.0,-0.52,-1.91
345,양종민,19L3B,-0.56,18,49,44,1,6,2,0,0,8,5,0,0,2,0,0,15,3,2,1,.136,.170,.182,.352,.160,-17.3,-0.56,-0.76
346,조홍석,19롯RF,-0.64,42,66,61,8,7,2,1,0,11,5,1,0,4,0,0,14,1,0,1,.115,.167,.180,.347,.166,-13.0,-0.64,-0.63
347,최원준,19K3B,-0.65,90,255,232,33,46,11,3,1,66,18,8,4,16,4,0,51,4,2,1,.198,.261,.284,.545,.256,46.6,-0.65,-1.60
348,허도환,19SC,-0.65,56,93,79,3,10,3,0,1,16,6,0,1,5,3,0,18,3,4,2,.127,.202,.203,.405,.189,0.9,-0.65,-0.53
349,오윤석,19롯1B,-0.67,76,228,198,21,44,2,0,1,49,21,0,0,20,2,1,43,4,4,4,.222,.295,.247,.542,.258,49.6,-0.67,-0.56
350,윤석민,19K1B,-0.67,63,178,169,4,39,4,0,2,49,17,0,0,7,0,0,24,4,0,2,.231,.258,.290,.548,.256,47.6,-0.67,-1.35
