순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
481,김태훈,18SP,-0.219,61,4,94.0,25,6,16,3,.880,2.11,-2.07,0.00,0.00,0.04,-0.43,-2.46,-31.29,0.00,-2.46,-0.219,-0.219
482,김지열,18KRF,-0.220,28,7,103.0,40,29,9,2,.950,3.32,-1.89,0.02,0.00,0.00,-0.28,-2.14,-24.91,-0.32,-2.46,-0.192,-0.220
483,정은원,18한2B,-0.228,92,52,519.2,253,99,149,5,.980,4.30,-4.17,0.00,0.00,0.00,0.42,-3.75,-8.64,1.21,-2.54,-0.336,-0.228
484,조수행,18두CF,-0.229,113,34,487.1,141,136,4,1,.993,2.59,-0.29,-1.38,0.00,0.00,0.09,-1.58,-3.88,-0.97,-2.55,-0.142,-0.229
485,배영섭,18삼LF,-0.233,40,22,187.0,37,36,0,1,.973,1.73,-0.03,-1.46,0.00,0.00,-0.05,-1.54,-9.85,-1.05,-2.59,-0.138,-0.233
486,정훈,18롯1B,-0.257,63,29,321.0,197,185,10,2,.990,5.47,-1.77,0.17,0.00,0.00,0.02,-1.58,-5.89,-1.31,-2.88,-0.141,-0.257
487,박지규,18L2B,-0.258,25,14,134.1,68,19,47,2,.971,4.42,-3.03,0.00,0.00,0.00,-0.04,-3.08,-27.40,0.22,-2.85,-0.278,-0.258
488,박찬도,18삼RF,-0.258,41,16,196.2,35,34,1,0,1.000,1.60,-2.99,0.81,0.00,0.00,0.12,-2.06,-12.57,-0.81,-2.88,-0.185,-0.258
489,최정민,18K2B,-0.258,48,22,216.2,85,45,37,3,.965,3.41,-2.55,-0.51,0.00,0.00,-0.22,-3.28,-18.10,0.40,-2.88,-0.294,-0.258
490,이진영,18KRF,-0.265,44,34,271.0,51,50,1,0,1.000,1.69,-1.14,-0.43,0.00,0.00,0.17,-1.40,-6.18,-1.56,-2.96,-0.125,-0.265
491,이우성,18두NLF,-0.274,68,47,400.1,103,97,1,5,.952,2.20,0.03,-0.09,0.00,0.00,-0.70,-0.76,-2.26,-2.28,-3.04,-0.068,-0.274
492,박준태,18KRF,-0.283,69,31,337.2,102,98,2,2,.980,2.67,0.21,-1.62,0.00,0.00,-0.19,-1.60,-5.66,-1.56,-3.16,-0.143,-0.283
493,이병규,18롯LF,-0.316,33,23,211.1,66,62,3,1,.985,2.77,-2.65,0.45,0.00,0.00,0.00,-2.20,-12.44,-1.38,-3.57,-0.194,-0.316
494,로맥,18S1B,-0.336,137,137,1174.0,1135,1037,87,11,.990,8.62,6.83,-0.01,0.00,0.00,-0.23,6.58,6.71,-10.39,-3.81,0.581,-0.336
495,김문호,18롯LF,-0.346,25,16,150.2,32,30,0,2,.938,1.79,-0.79,-2.03,0.00,0.00,-0.28,-3.10,-24.66,-0.76,-3.86,-0.278,-0.346
496,이택근,18넥LF,-0.358,29,29,210.0,44,41,1,2,.955,1.80,-2.30,-0.27,0.00,0.00,-0.24,-2.81,-16.03,-1.21,-4.03,-0.250,-0.358
497,김동엽,18SLF,-0.365,80,71,583.1,108,102,3,3,.972,1.62,0.41,-1.03,0.00,0.00,-0.13,-0.75,-1.53,-3.31,-4.06,-0.067,-0.365
498,유재신,18KLF,-0.369,41,9,125.2,34,32,1,1,.971,2.36,-2.97,-0.66,0.00,0.00,-0.11,-3.75,-35.72,-0.42,-4.17,-0.331,-0.369
499,최원준,18KSS,-0.383,100,73,679.2,332,192,126,14,.958,4.21,-3.09,0.14,0.00,0.00,-1.30,-4.25,-7.48,-0.01,-4.26,-0.382,-0.383
500,구자욱,18삼RF,-0.406,94,93,789.2,179,164,11,4,.978,2.00,-4.06,4.37,0.00,0.00,-0.32,0.00,0.00,-4.61,-4.61,0.000,-0.406
501,고종욱,18넥LF,-0.421,48,46,347.2,87,83,1,3,.966,2.17,0.53,-2.91,0.00,0.00,-0.32,-2.69,-9.27,-1.99,-4.68,-0.242,-0.421
502,정현,18KSS,-0.423,59,28,271.2,140,52,80,8,.943,4.37,-4.88,0.00,0.00,0.00,-0.81,-5.69,-25.06,0.96,-4.72,-0.510,-0.423
503,정진기,18SCF,-0.448,81,44,443.1,103,97,1,5,.952,1.99,-1.33,-1.88,0.00,0.00,-0.72,-3.94,-10.64,-1.03,-4.97,-0.355,-0.448
504,오재일,18두1B,-0.453,115,107,939.2,934,877,53,4,.996,8.91,3.27,0.00,0.00,0.00,0.70,3.97,5.06,-9.08,-5.11,0.353,-0.453
505,이대호,18롯1B,-0.454,52,49,398.2,384,341,40,3,.992,8.60,-1.71,0.00,0.00,0.00,0.07,-1.64,-4.91,-3.52,-5.15,-0.144,-0.454
506,김규민,18넥LF,-0.491,91,68,642.0,244,230,7,7,.971,3.32,-2.77,1.62,0.00,0.00,-0.81,-1.97,-3.67,-3.52,-5.49,-0.176,-0.491
507,이천웅,18LLF,-0.493,100,87,758.2,190,186,3,1,.995,2.24,-2.22,-1.55,0.00,0.00,0.32,-3.45,-5.44,-2.11,-5.55,-0.306,-0.493
508,모창민,18N3B,-0.505,73,70,566.0,315,226,80,9,.971,4.87,-3.74,0.00,0.00,0.00,-0.47,-4.21,-8.91,-1.44,-5.66,-0.376,-0.505
509,안치홍,18K2B,-0.512,116,113,939.2,547,260,279,8,.985,5.16,-7.65,0.00,0.00,0.00,0.83,-6.82,-8.69,0.99,-5.83,-0.599,-0.512
510,백진우,18한LF,-0.515,58,31,325.2,172,153,15,4,.977,4.64,-3.45,0.54,0.00,0.00,-0.43,-3.34,-12.26,-2.40,-5.74,-0.299,-0.515
511,박병호,18넥1B,-0.526,101,101,841.2,889,821,57,11,.988,9.39,3.12,0.00,0.00,0.00,-0.86,2.26,3.21,-8.34,-6.08,0.195,-0.526
512,정근우,18한2B,-0.547,73,72,575.0,439,310,118,11,.975,6.70,-4.54,1.34,0.00,0.00,-0.97,-4.17,-8.68,-1.98,-6.15,-0.371,-0.547
513,러프,18삼1B,-0.614,113,111,953.1,918,847,65,6,.994,8.61,2.00,0.00,0.00,0.00,0.32,2.32,2.92,-9.32,-7.00,0.204,-0.614
514,버나디나,18KCF,-0.671,129,126,1074.2,270,261,5,4,.985,2.23,-8.82,-0.29,0.00,0.00,-0.22,-9.33,-10.39,1.71,-7.61,-0.822,-0.671
515,손아섭,18롯RF,-0.729,126,125,1068.2,254,245,5,4,.984,2.11,2.21,-4.10,0.00,0.00,-0.15,-2.04,-2.28,-6.26,-8.30,-0.179,-0.729
516,이성열,18한1B,-0.793,75,71,577.2,458,422,32,4,.991,7.07,-3.42,-0.49,0.00,0.00,0.02,-3.88,-8.05,-5.04,-8.93,-0.345,-0.793
517,김헌곤,18삼LF,-0.879,138,134,1177.1,279,266,13,0,1.000,2.13,-8.46,4.17,0.00,0.00,0.93,-3.36,-3.42,-6.49,-9.85,-0.300,-0.879
518,강백호,18KLF,-0.939,72,68,539.1,124,111,7,6,.952,1.97,-8.04,1.35,0.00,0.00,-0.76,-7.45,-16.54,-3.12,-10.58,-0.662,-0.939
519,유한준,18KRF,-0.941,86,84,700.2,134,133,1,0,1.000,1.72,-7.52,-0.21,0.00,0.00,0.42,-7.30,-12.47,-3.40,-10.70,-0.642,-0.941
520,최형우,18KLF,-1.007,112,108,840.2,196,189,3,4,.980,2.06,-4.23,-2.21,0.00,0.00,-0.12,-6.55,-9.33,-4.93,-11.48,-0.575,-1.007
521,스크럭스,18N1B,-1.047,115,113,962.2,915,848,55,12,.987,8.44,-1.75,0.13,0.00,0.00,-0.86,-2.48,-3.08,-9.24,-11.72,-0.221,-1.047
522,채태인,18롯1B,-1.056,99,78,696.1,686,630,52,4,.994,8.82,-5.45,0.00,0.00,0.00,0.31,-5.14,-8.84,-6.69,-11.83,-0.459,-1.056
523,초이스,18넥RF,-1.073,78,75,664.1,127,122,3,2,.984,1.69,-6.07,-2.16,0.00,0.00,0.01,-8.22,-14.82,-3.84,-12.07,-0.731,-1.073
524,김주찬,18K1B,-1.110,106,100,827.0,787,753,31,3,.996,8.53,-4.96,-0.48,0.00,0.00,0.68,-4.76,-6.89,-7.81,-12.57,-0.421,-1.110
525,윤석민,18K1B,-1.158,126,119,997.0,948,883,58,7,.993,8.49,-4.12,0.00,0.00,0.00,0.25,-3.88,-4.66,-9.06,-12.94,-0.347,-1.158
526,김재환,18두LF,-1.171,116,116,926.2,194,181,9,4,.979,1.85,-10.58,2.61,0.00,0.00,-0.05,-8.01,-10.34,-5.50,-13.50,-0.694,-1.171
527,전준우,18롯LF,-1.324,133,126,1093.2,210,204,3,3,.986,1.70,-8.74,-1.48,0.00,0.00,0.25,-9.97,-10.91,-5.16,-15.13,-0.872,-1.324
528,채은성,18LRF,-1.418,135,134,1147.2,275,264,8,3,.989,2.13,-7.25,-2.29,0.00,0.00,0.10,-9.44,-9.85,-6.73,-16.17,-0.828,-1.418
