순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
485,민병헌,19롯CF,-0.194,98,92,799.0,208,201,5,2,.990,2.32,-3.58,0.39,0.00,0.00,0.10,-3.09,-4.63,1.19,-1.91,-0.314,-0.194
486,유재신,19KLF,-0.202,51,9,155.2,44,43,0,1,.977,2.49,0.01,-1.18,0.00,0.00,-0.10,-1.27,-9.78,-0.68,-1.95,-0.131,-0.202
487,정진호,19두RF,-0.220,58,24,271.1,63,61,2,0,1.000,2.09,-1.15,-0.32,0.00,0.00,0.18,-1.30,-5.72,-0.82,-2.12,-0.135,-0.220
488,문선재,19KLF,-0.224,24,14,133.1,52,49,1,2,.962,3.38,-1.05,-0.03,0.00,0.00,-0.27,-1.35,-12.14,-0.81,-2.17,-0.140,-0.224
489,김현수,19LLF,-0.224,123,122,1041.1,433,408,24,1,.998,3.73,3.25,-0.10,0.00,0.00,0.60,3.75,4.31,-5.94,-2.19,0.383,-0.224
490,최원준,19K3B,-0.234,78,52,501.0,151,89,56,6,.960,2.61,-2.60,0.45,0.00,0.00,-0.14,-2.29,-5.47,0.05,-2.24,-0.239,-0.234
491,전민수,19LRF,-0.234,38,7,131.0,40,37,3,0,1.000,2.75,-3.14,1.41,0.00,0.00,0.09,-1.64,-15.00,-0.63,-2.27,-0.170,-0.234
492,배성근,19롯2B,-0.234,27,10,112.1,52,20,29,3,.942,3.93,-2.21,0.00,0.00,0.00,-0.31,-2.52,-26.85,0.25,-2.27,-0.260,-0.234
493,장진혁,19한CF,-0.238,106,80,742.2,212,203,6,3,.986,2.53,-1.07,0.29,0.00,0.00,-0.14,-0.93,-1.49,-1.37,-2.29,-0.096,-0.238
494,김하성,19키SS,-0.244,128,128,1086.1,507,159,328,20,.961,4.04,-6.54,0.00,0.00,0.00,-0.64,-7.18,-7.91,4.75,-2.43,-0.721,-0.244
495,김동엽,19삼LF,-0.247,18,14,130.1,31,30,0,1,.968,2.07,-0.72,-0.87,0.00,0.00,-0.13,-1.72,-15.80,-0.64,-2.36,-0.180,-0.247
496,송준석,19삼LF,-0.252,24,13,116.0,37,36,0,1,.973,2.79,-1.24,-0.57,0.00,0.00,-0.13,-1.94,-20.00,-0.50,-2.44,-0.200,-0.252
497,김민혁,19KLF,-0.254,114,110,903.0,223,218,1,4,.982,2.18,4.76,-3.69,0.00,0.00,-0.31,0.76,1.01,-3.21,-2.45,0.079,-0.254
498,신용수,19롯SS,-0.255,17,3,54.1,28,11,13,4,.857,3.98,-1.98,0.00,0.00,-0.06,-0.65,-2.69,-59.29,0.22,-2.47,-0.278,-0.255
499,박찬도,19삼RF,-0.256,26,6,92.2,19,19,0,0,1.000,1.85,-1.36,-0.80,0.00,0.00,0.07,-2.10,-27.07,-0.39,-2.48,-0.216,-0.256
500,배영섭,19SLF,-0.257,27,18,159.2,31,31,0,0,1.000,1.75,-1.19,-0.61,0.00,0.00,0.09,-1.71,-12.79,-0.77,-2.48,-0.177,-0.257
501,박병호,19키1B,-0.257,108,108,906.2,1007,922,79,6,.994,9.94,4.74,0.00,0.00,0.00,0.42,5.16,6.81,-7.71,-2.55,0.520,-0.257
502,조용호,19KRF,-0.266,54,38,328.0,80,79,1,0,1.000,2.20,-0.78,-1.03,0.00,0.00,0.23,-1.59,-5.79,-0.99,-2.58,-0.164,-0.266
503,구자욱,19삼RF,-0.286,104,103,870.1,228,218,8,2,.991,2.34,-0.36,1.63,0.00,0.00,0.29,1.57,2.15,-4.35,-2.78,0.161,-0.286
504,윤석민,19K1B,-0.300,50,38,308.2,228,191,32,5,.978,6.50,-1.30,0.00,0.00,0.00,-0.31,-1.61,-6.25,-1.26,-2.87,-0.168,-0.300
505,손주인,19삼1B,-0.309,17,10,88.2,66,47,15,4,.939,6.29,-2.17,0.00,0.00,0.00,-0.61,-2.77,-37.43,-0.21,-2.98,-0.287,-0.309
506,페게로,19L1B,-0.315,33,31,233.0,201,179,16,6,.970,7.53,-0.89,0.44,0.00,0.00,-0.83,-1.28,-6.57,-1.81,-3.09,-0.130,-0.315
507,정근우,19한CF,-0.320,81,70,560.0,299,280,13,6,.980,4.71,-0.28,-1.07,0.00,0.00,-0.61,-1.95,-4.18,-1.14,-3.09,-0.202,-0.320
508,나지완,19KLF,-0.341,14,9,78.0,16,16,0,0,1.000,1.85,-1.89,-1.07,0.00,0.00,0.04,-2.92,-44.74,-0.39,-3.30,-0.301,-0.341
509,김문호,19롯CF,-0.359,32,21,185.0,39,38,0,1,.974,1.85,-2.36,-0.77,0.00,0.00,-0.08,-3.21,-20.75,-0.26,-3.47,-0.332,-0.359
510,정의윤,19SLF,-0.366,47,46,376.0,70,69,0,1,.986,1.65,0.01,-1.74,0.00,0.00,0.04,-1.68,-5.36,-1.89,-3.57,-0.172,-0.366
511,김재환,19두LF,-0.373,124,125,1010.0,233,228,5,0,1.000,2.08,1.47,-0.56,0.00,0.00,0.52,1.44,1.71,-5.08,-3.64,0.147,-0.373
512,류승현,19K1B,-0.377,50,37,309.2,244,210,33,1,.996,7.06,-2.54,0.00,0.00,0.00,0.41,-2.13,-8.23,-1.52,-3.65,-0.220,-0.377
513,서건창,19키2B,-0.386,62,61,481.0,273,105,162,6,.978,5.00,-4.48,0.00,0.00,0.00,-0.10,-4.58,-11.40,0.81,-3.78,-0.468,-0.386
514,강경학,19한SS,-0.389,51,26,273.0,193,121,68,4,.979,6.23,-3.97,0.00,0.00,0.00,-0.08,-4.05,-17.74,0.27,-3.77,-0.417,-0.389
515,권희동,19NRF,-0.398,104,86,785.1,163,156,3,4,.976,1.82,-0.45,0.69,0.00,0.00,-0.25,-0.01,-0.02,-3.84,-3.86,-0.001,-0.398
516,이명기,19KRF,-0.399,62,49,419.2,110,109,0,1,.991,2.34,0.99,-2.90,0.00,0.00,0.13,-1.77,-5.06,-2.10,-3.87,-0.183,-0.399
517,강백호,19KRF,-0.421,77,76,623.2,148,141,4,3,.980,2.09,-1.94,0.83,0.00,0.01,-0.10,-1.21,-2.32,-2.97,-4.18,-0.122,-0.421
518,강민국,19KSS,-0.433,53,26,245.2,140,51,80,9,.936,4.80,-4.15,0.00,0.00,0.00,-1.07,-5.21,-25.41,1.00,-4.22,-0.536,-0.433
519,김용의,19L1B,-0.438,103,41,507.0,506,453,48,5,.990,8.89,-0.21,-0.00,0.00,0.00,-0.07,-0.28,-0.66,-3.95,-4.23,-0.029,-0.438
520,유민상,19K1B,-0.453,38,31,285.0,304,283,18,3,.990,9.51,-1.95,0.00,0.00,0.00,-0.09,-2.04,-8.58,-2.40,-4.44,-0.208,-0.453
521,신본기,19롯SS,-0.455,121,111,942.2,458,162,282,14,.969,4.24,-9.12,0.00,0.00,0.00,0.16,-8.96,-11.38,4.56,-4.40,-0.928,-0.455
522,모창민,19N1B,-0.459,71,63,545.0,535,490,40,5,.991,8.75,0.11,0.00,0.00,0.00,-0.03,0.08,0.17,-4.57,-4.49,0.008,-0.459
523,러프,19삼1B,-0.466,91,91,780.1,735,669,61,5,.993,8.42,1.61,0.00,0.00,0.00,0.39,2.00,3.07,-6.59,-4.59,0.203,-0.466
524,채태인,19롯1B,-0.474,53,45,342.1,365,339,25,1,.997,9.57,-2.16,0.00,0.00,0.00,0.41,-1.75,-6.12,-2.84,-4.59,-0.180,-0.474
525,이천웅,19LCF,-0.498,127,124,1070.1,280,272,7,1,.996,2.35,-7.17,0.23,0.00,0.00,0.47,-6.47,-7.24,1.59,-4.88,-0.660,-0.498
526,유한준,19KRF,-0.501,51,49,388.2,87,81,4,2,.977,1.97,-3.92,1.05,0.00,0.00,-0.09,-2.96,-9.13,-1.97,-4.93,-0.301,-0.501
527,양성우,19한LF,-0.505,52,28,301.1,63,61,2,0,1.000,1.88,-2.67,-0.92,0.00,0.00,0.17,-3.41,-13.55,-1.43,-4.84,-0.356,-0.505
528,정훈,19롯1B,-0.544,66,42,413.1,281,263,14,4,.986,6.03,-1.25,-1.94,0.00,0.00,-0.26,-3.45,-9.99,-1.80,-5.25,-0.357,-0.544
529,이상호,19N2B,-0.546,89,53,523.0,338,239,94,5,.985,5.73,-4.06,-0.40,0.00,0.00,0.14,-4.33,-9.90,-0.94,-5.27,-0.449,-0.546
530,최영진,19삼3B,-0.566,85,65,611.2,383,288,87,8,.979,5.52,-3.67,0.00,0.00,0.00,-0.14,-3.81,-7.46,-1.66,-5.47,-0.394,-0.566
531,베탄코트,19NRF,-0.578,46,46,386.1,253,229,14,10,.961,5.66,-2.73,-0.55,0.47,-0.16,-1.51,-4.47,-13.86,-1.15,-5.62,-0.460,-0.578
532,김주찬,19K1B,-0.592,83,73,604.1,540,493,41,6,.989,7.95,-2.21,1.48,0.00,0.00,-0.20,-0.94,-1.86,-4.80,-5.74,-0.097,-0.592
533,오태곤,19KDH,-0.649,116,91,793.2,786,704,73,9,.989,8.81,0.44,0.00,0.00,0.00,-0.44,0.00,0.01,-6.28,-6.28,0.000,-0.649
534,오윤석,19롯1B,-0.649,72,51,482.0,368,276,87,5,.986,6.78,-4.12,0.00,0.00,0.00,-0.04,-4.16,-10.33,-2.07,-6.23,-0.433,-0.649
535,고종욱,19SLF,-0.654,68,66,524.2,116,113,0,3,.974,1.94,-1.33,-2.10,0.00,0.00,-0.33,-3.75,-8.56,-2.64,-6.39,-0.384,-0.654
536,윌리엄슨,19삼RF,-0.756,35,35,296.1,88,85,1,2,.977,2.61,-4.93,-0.90,0.00,0.00,-0.20,-6.03,-24.34,-1.39,-7.41,-0.615,-0.756
537,한동민,19SRF,-0.832,93,89,772.2,182,166,12,4,.978,2.07,-8.18,4.12,0.00,0.00,-0.18,-4.24,-6.57,-3.88,-8.12,-0.435,-0.832
538,이원재,19N1B,-0.849,76,60,528.2,402,376,22,4,.990,6.78,-5.11,0.80,0.00,0.00,-0.06,-4.36,-9.88,-3.86,-8.22,-0.451,-0.849
539,로맥,19S1B,-0.850,133,133,1180.1,1094,1028,62,4,.996,8.31,-0.47,0.00,0.00,0.00,1.38,0.91,0.92,-9.27,-8.36,0.093,-0.850
540,강로한,19롯2B,-0.855,101,84,709.0,378,124,234,20,.947,4.54,-8.31,0.00,0.00,0.00,-2.05,-10.36,-17.49,2.05,-8.31,-1.066,-0.855
541,터커,19KRF,-0.9420000000000001,93,93,768.0,170,163,3,4,0.977,1.95,-3.19,-1.94,0.0,0.0,-0.28,-5.41,-8.44,-3.91,-9.32,-0.547,-0.9420000000000001
542,이성열,19한RF,-0.975,72,67,551.0,270,251,14,5,0.982,4.33,-4.23,-1.54,0.0,0.0,-0.4,-6.18,-13.41,-3.39,-9.57,-0.63,-0.975
543,이정후,19키LF,-0.976,135,130,1142.0,270,262,6,2,0.993,2.11,-8.62,2.29,0.0,0.0,0.3,-6.02,-6.31,-3.62,-9.63,-0.609,-0.976
544,오재일,19두1B,-0.9790000000000001,125,119,1044.0,1110,1030,76,4,0.996,9.53,-1.89,0.0,0.0,0.0,1.06,-0.82,-0.94,-8.83,-9.65,-0.083,-0.9790000000000001
545,안치홍,19K2B,-1.032,103,98,805.1,473,224,238,11,0.977,5.16,-10.35,0.0,0.0,0.0,-0.4,-10.75,-15.98,0.59,-10.16,-1.092,-1.032
546,손아섭,19롯RF,-1.129,129,125,1066.2,262,252,6,4,0.985,2.18,-3.41,-2.32,0.0,0.0,0.05,-5.68,-6.37,-5.37,-11.05,-0.581,-1.129
547,샌즈,19키RF,-1.526,127,125,1073.0,375,359,11,5,0.987,3.1,-8.31,-0.99,0.0,0.0,-0.01,-9.31,-10.38,-5.93,-15.24,-0.932,-1.526
548,전준우,19롯LF,-2.063,136,135,1165.0,250,238,7,5,0.98,1.89,-11.36,-2.85,0.0,0.0,-0.4,-14.6,-15.01,-5.82,-20.42,-1.475,-2.063
