순,이름,팀,WAAwithADJ,출장,선발,이닝,기회,자살,보살,실책,수비율,RF9,RNG,ARM,CS,BLK,E+,RAA,/133,POSADJ,RAAwithADJ,WAAw/oADJ,WAAwithADJ
165,김병희,19K3B,0.026,3,2,17.0,7,2,5,0,1.000,3.71,0.17,0.00,0.00,0.00,0.05,0.22,15.50,0.03,0.25,0.023,0.026
166,김진영,19한P,0.026,6,5,26.2,3,0,3,0,1.000,1.01,0.18,0.00,0.00,0.01,0.06,0.25,11.13,0.00,0.25,0.026,0.026
167,김진성,19NP,0.025,42,0,42.0,5,0,5,0,1.000,1.07,0.27,0.00,0.00,-0.12,0.09,0.25,7.01,0.00,0.25,0.025,0.025
168,황진수,19롯3B,0.025,6,0,10.1,1,0,1,0,1.000,0.87,0.19,0.00,0.00,0.00,0.03,0.22,25.83,0.02,0.24,0.023,0.025
169,류지혁,19두SS,0.024,112,71,691.0,356,149,196,11,.969,4.49,-1.04,-0.12,0.00,0.00,-0.33,-1.48,-2.57,1.71,0.23,-0.154,0.024
170,백승건,19SP,0.024,15,0,19.1,2,0,2,0,1.000,0.93,0.18,0.00,0.00,0.01,0.04,0.23,14.17,0.00,0.23,0.024,0.024
171,박진우,19NP,0.023,41,18,140.2,26,11,14,1,.962,1.60,0.05,0.00,0.00,0.06,0.12,0.23,1.93,0.00,0.23,0.023,0.023
172,김시현,19삼P,0.023,14,0,16.1,2,0,2,0,1.000,1.10,0.18,0.00,0.00,0.01,0.04,0.22,16.19,0.00,0.22,0.023,0.023
173,정현,19K2B,0.023,2,1,5.1,1,0,1,0,1.000,1.69,0.19,0.00,0.00,0.00,0.02,0.21,46.98,0.01,0.22,0.022,0.023
174,박민호,19SP,0.022,47,0,50.1,12,3,8,1,.917,1.97,0.28,0.00,0.00,0.02,-0.09,0.22,5.14,0.00,0.22,0.022,0.022
175,지석훈,19N3B,0.022,73,36,397.0,167,49,113,5,.970,3.67,-0.91,0.00,0.00,0.00,0.13,-0.78,-2.35,0.99,0.21,-0.081,0.022
176,최충연,19삼P,0.022,34,2,36.2,3,1,2,0,1.000,0.74,0.25,0.00,0.00,-0.12,0.08,0.21,7.02,0.00,0.21,0.022,0.022
177,최동환,19LP,0.021,18,0,23.0,2,0,2,0,1.000,0.78,0.10,0.00,0.04,0.01,0.05,0.21,10.68,0.00,0.21,0.021,0.021
178,윤길현,19롯P,0.021,6,0,5.0,2,0,2,0,1.000,3.60,0.19,0.00,0.00,0.00,0.01,0.20,48.93,0.00,0.20,0.021,0.021
179,추재현,19키RF,0.021,1,0,4.0,2,2,0,0,1.000,4.50,0.21,-0.00,0.00,0.00,0.00,0.21,63.90,-0.02,0.19,0.023,0.021
180,전민재,19두3B,0.021,1,0,1.0,1,0,1,0,1.000,9.00,0.19,0.00,0.00,0.00,0.00,0.20,235.71,0.00,0.20,0.020,0.021
181,하준호,19KP,0.021,8,0,8.0,2,0,2,0,1.000,2.25,0.18,0.00,0.00,0.00,0.02,0.20,29.81,0.00,0.20,0.021,0.021
182,윤강민,19NP,0.021,5,1,7.2,3,1,2,0,1.000,3.52,0.18,0.00,0.00,0.00,0.02,0.20,30.98,0.00,0.20,0.021,0.021
183,김응민,19삼C,0.020,8,2,29.1,25,24,1,0,1.000,7.67,0.00,0.00,0.00,-0.08,0.04,-0.05,-1.88,0.24,0.20,-0.005,0.020
184,김경호,19두LF,0.019,28,4,74.0,17,17,0,0,1.000,2.07,0.60,-0.25,0.00,0.00,0.04,0.39,6.37,-0.21,0.18,0.041,0.019
185,김태훈,19키DH,0.019,33,5,70.0,15,3,12,0,1.000,1.93,-0.00,0.00,0.00,0.03,0.16,0.18,3.12,0.00,0.18,0.019,0.019
186,김선기,19키P,0.018,7,6,28.0,3,1,2,0,1.000,0.96,0.10,0.00,0.00,0.01,0.06,0.18,7.54,0.00,0.18,0.018,0.018
187,김광현,19SP,0.017,31,30,190.1,45,5,38,2,.956,2.03,0.06,0.00,0.00,0.08,0.03,0.16,1.04,0.00,0.16,0.017,0.017
188,정우영,19LP,0.017,56,0,65.1,20,9,11,0,1.000,2.76,-0.01,0.00,0.00,0.03,0.15,0.16,2.96,0.00,0.16,0.017,0.017
189,문광은,19LP,0.015,32,0,33.0,3,0,3,0,1.000,0.82,0.32,0.00,-0.12,-0.12,0.07,0.15,5.34,0.00,0.15,0.015,0.015
190,하주석,19한SS,0.015,5,5,38.0,23,10,11,2,.913,4.97,0.24,0.00,0.00,0.00,-0.28,-0.04,-1.38,0.19,0.14,-0.005,0.015
191,문경찬,19KP,0.015,54,0,55.0,2,2,0,0,1.000,0.33,-0.00,0.00,0.00,0.02,0.12,0.14,3.12,0.00,0.14,0.015,0.015
192,이현승,19두P,0.015,9,0,6.0,1,0,1,0,1.000,1.50,0.13,0.00,0.00,0.00,0.01,0.14,28.40,0.00,0.14,0.015,0.015
193,유승철,19KP,0.014,3,0,4.0,1,0,1,0,1.000,2.25,0.13,0.00,0.00,0.00,0.01,0.14,41.04,0.00,0.14,0.014,0.014
194,배민서,19NP,0.014,4,0,3.1,1,0,1,0,1.000,2.70,0.13,0.00,0.00,0.00,0.01,0.14,48.62,0.00,0.14,0.014,0.014
195,김태오,19KP,0.014,4,0,3.0,1,0,1,0,1.000,3.00,0.13,0.00,0.00,0.00,0.01,0.13,53.68,0.00,0.13,0.014,0.014
196,이동현,19LP,0.013,5,0,5.0,2,0,2,0,1.000,3.60,0.12,0.00,0.00,0.00,0.01,0.13,30.97,0.00,0.13,0.013,0.013
197,이현석,19SC,0.013,2,1,9.0,7,7,0,0,1.000,7.00,0.00,0.00,0.00,0.04,0.01,0.05,6.28,0.07,0.12,0.005,0.013
198,신재웅,19SP,0.012,20,1,21.2,7,4,3,0,1.000,2.91,0.06,0.00,0.00,0.01,0.05,0.12,6.69,0.00,0.12,0.012,0.012
199,김대현,19LP,0.012,41,2,66.2,16,5,9,2,.875,1.89,0.34,0.00,0.00,0.03,-0.25,0.11,2.04,0.00,0.11,0.012,0.012
200,김재현,19삼2B,0.012,6,1,13.0,5,2,3,0,1.000,3.46,0.05,0.00,0.00,0.00,0.03,0.08,7.47,0.03,0.11,0.008,0.012
201,서진용,19SP,0.011,72,0,68.0,6,2,3,1,.833,0.66,0.13,0.00,0.00,0.03,-0.05,0.11,1.89,0.00,0.11,0.011,0.011
202,유원상,19NP,0.011,15,1,20.2,4,3,1,0,1.000,1.74,0.05,0.00,0.00,0.01,0.05,0.11,6.11,0.00,0.11,0.011,0.011
203,손승락,19롯P,0.011,53,0,52.2,13,3,9,1,.923,2.05,0.29,0.00,-0.12,0.02,-0.08,0.10,2.35,0.00,0.10,0.011,0.011
204,박근홍,19롯P,0.010,24,0,17.2,2,0,2,0,1.000,1.02,0.18,0.00,-0.12,0.01,0.04,0.10,6.82,0.00,0.10,0.010,0.010
205,터너,19KP,0.010,28,28,153.1,34,9,21,4,.882,1.76,0.49,0.00,0.00,0.06,-0.45,0.10,0.78,0.00,0.10,0.010,0.010
206,윤지웅,19NP,0.010,13,0,12.2,2,1,1,0,1.000,1.42,0.06,0.00,0.00,0.01,0.03,0.10,9.23,0.00,0.10,0.010,0.010
207,김건국,19롯P,0.010,37,5,66.2,15,7,8,0,1.000,2.03,0.05,0.00,0.00,-0.11,0.15,0.10,1.74,0.00,0.10,0.010,0.010
208,김재윤,19KP,0.010,43,0,47.2,6,1,5,0,1.000,1.13,-0.03,0.00,0.00,0.02,0.11,0.09,2.37,0.00,0.09,0.010,0.010
209,김윤동,19KP,0.010,11,0,11.0,1,0,1,0,1.000,0.82,0.06,0.00,0.00,0.00,0.02,0.09,10.15,0.00,0.09,0.010,0.010
210,배영수,19두P,0.010,37,0,45.1,13,5,7,1,.923,2.38,0.17,0.00,0.00,0.02,-0.10,0.09,2.45,0.00,0.09,0.010,0.010
211,고우석,19LP,0.009,65,0,71.0,5,2,2,1,.800,0.51,0.10,0.00,0.00,0.03,-0.04,0.09,1.49,0.00,0.09,0.009,0.009
212,이정훈,19KC,0.009,6,4,32.0,30,29,1,0,1.000,8.44,0.00,0.00,-0.35,0.13,0.04,-0.18,-6.63,0.26,0.09,-0.018,0.009
213,김창혁,19한C,0.008,2,0,6.0,5,5,0,0,1.000,7.50,0.00,0.00,0.00,0.02,0.01,0.03,6.28,0.05,0.08,0.003,0.008
214,김사훈,19롯C,0.008,3,0,6.0,5,5,0,0,1.000,7.50,0.00,0.00,0.00,0.02,0.01,0.03,6.28,0.05,0.08,0.003,0.008
215,박정수,19KP,0.008,3,0,5.0,1,0,1,0,1.000,1.80,0.06,0.00,0.00,0.00,0.01,0.08,18.59,0.00,0.08,0.008,0.008
216,김회성,19한1B,0.008,56,25,272.1,187,147,38,2,.989,6.11,1.16,0.00,0.00,0.00,0.19,1.35,5.94,-1.27,0.08,0.140,0.008
217,조무근,19롯P,0.008,8,0,9.2,1,0,1,0,1.000,0.93,0.05,0.00,0.00,0.00,0.02,0.08,9.52,0.00,0.08,0.008,0.008
218,톰슨,19롯P,0.007,11,11,62.2,6,3,3,0,1.000,0.86,-0.10,0.00,0.00,0.03,0.14,0.07,1.27,0.00,0.07,0.007,0.007
219,홍정우,19삼P,0.007,7,0,5.1,1,0,1,0,1.000,1.69,0.05,0.00,0.00,0.00,0.01,0.07,14.72,0.00,0.07,0.007,0.007
220,강동연,19두P,0.007,5,0,5.0,1,0,1,0,1.000,1.80,0.05,0.00,0.00,0.00,0.01,0.06,15.50,0.00,0.06,0.007,0.007
221,전유수,19KP,0.006,62,1,66.1,11,2,8,1,.909,1.36,0.21,0.00,-0.12,0.03,-0.05,0.06,1.11,0.00,0.06,0.006,0.006
222,권오준,19삼P,0.006,43,0,43.0,7,2,5,0,1.000,1.47,0.07,0.00,-0.12,0.02,0.10,0.06,1.63,0.00,0.06,0.006,0.006
223,김진욱,19한P,0.006,1,0,1.0,1,0,1,0,1.000,9.00,0.05,0.00,0.00,0.00,0.00,0.05,65.00,0.00,0.05,0.006,0.006
224,김주형,19키2B,0.005,3,0,6.0,1,0,1,0,1.000,1.50,0.02,0.00,0.00,0.00,0.02,0.03,6.53,0.02,0.05,0.003,0.005
225,양승철,19KP,0.005,11,1,16.1,4,1,3,0,1.000,2.20,0.00,0.00,0.00,0.01,0.04,0.05,3.55,0.00,0.05,0.005,0.005
226,김승회,19두P,0.005,55,0,58.2,16,7,9,0,1.000,2.46,0.56,0.00,0.00,-0.65,0.13,0.05,0.96,0.00,0.05,0.005,0.005
227,이범호,19K1B,0.005,4,2,15.0,7,5,2,0,1.000,4.20,0.09,0.00,0.00,0.00,0.03,0.12,9.63,-0.07,0.05,0.012,0.005
228,송은범,19한LP,0.005,63,0,60.0,16,4,10,2,.875,2.10,-0.00,0.00,0.29,0.03,-0.26,0.05,0.91,0.00,0.05,0.005,0.005
229,차우찬,19LP,0.005,29,28,168.1,39,11,25,3,.923,1.93,0.19,0.00,0.00,0.07,-0.22,0.04,0.31,0.00,0.04,0.005,0.005
230,진해수,19LP,0.004,72,0,43.0,6,2,4,0,1.000,1.26,-0.07,0.00,0.00,0.02,0.10,0.04,1.19,0.00,0.04,0.004,0.004
231,차명진,19KP,0.004,9,6,33.0,4,2,2,0,1.000,1.09,-0.05,0.00,0.00,0.01,0.07,0.04,1.45,0.00,0.04,0.004,0.004
232,이성규,19삼SS,0.004,12,10,82.0,39,15,21,3,.923,3.95,0.14,0.00,0.00,0.00,-0.36,-0.22,-3.25,0.26,0.04,-0.023,0.004
233,이우찬,19LDH,0.004,30,13,91.0,27,11,15,1,.963,2.57,-0.01,0.00,0.00,0.04,0.01,0.04,0.49,0.00,0.04,0.004,0.004
234,정성곤,19KP,0.004,52,0,53.2,8,4,4,0,1.000,1.34,-0.11,0.00,0.00,0.02,0.12,0.04,0.78,0.00,0.04,0.004,0.004
235,홍성민,19롯P,0.003,12,0,12.2,2,2,0,0,1.000,1.42,-0.00,0.00,0.00,0.01,0.03,0.03,3.12,0.00,0.03,0.003,0.003
236,조영우,19SP,0.003,7,1,12.1,1,0,1,0,1.000,0.73,-0.00,0.00,0.00,0.01,0.03,0.03,3.12,0.00,0.03,0.003,0.003
237,이정현,19KP,0.003,9,2,12.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.01,0.03,0.03,3.12,0.00,0.03,0.003,0.003
238,심수창,19LP,0.003,5,1,11.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.03,0.03,3.12,0.00,0.03,0.003,0.003
239,황인준,19KP,0.003,5,2,11.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.03,0.03,3.12,0.00,0.03,0.003,0.003
240,신성현,19두1B,0.003,31,11,115.1,90,79,9,2,.978,6.87,0.35,0.53,0.00,0.00,-0.23,0.66,6.82,-0.63,0.03,0.068,0.003
241,강정현,19LP,0.003,7,1,10.2,2,2,0,0,1.000,1.69,-0.00,0.00,0.00,0.00,0.02,0.03,3.12,0.00,0.03,0.003,0.003
242,조근종,19KP,0.003,10,0,10.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.02,0.03,3.12,0.00,0.03,0.003,0.003
243,문승원,19SP,0.003,26,23,144.0,21,3,17,1,.952,1.25,-0.16,0.00,0.00,0.06,0.12,0.03,0.23,0.00,0.03,0.003,0.003
244,차재용,19롯P,0.003,9,0,9.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.02,0.03,3.12,0.00,0.03,0.003,0.003
245,이민호,19NP,0.003,11,0,9.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.02,0.03,3.12,0.00,0.03,0.003,0.003
246,김건태,19NDH,0.003,6,0,9.1,1,0,1,0,1.000,0.96,-0.00,0.00,0.00,0.00,0.02,0.02,3.12,0.00,0.02,0.003,0.003
247,이원석,19한CF,0.002,7,0,17.0,5,5,0,0,1.000,2.65,-0.01,0.04,0.00,0.00,0.01,0.04,2.96,-0.02,0.02,0.004,0.002
248,강이준,19KDH,0.002,3,3,9.0,1,0,1,0,1.000,1.00,-0.00,0.00,0.00,0.00,0.02,0.02,3.12,0.00,0.02,0.002,0.002
249,엄상백,19KP,0.002,26,0,31.1,3,1,2,0,1.000,0.86,-0.06,0.00,0.00,0.01,0.07,0.02,0.87,0.00,0.02,0.002,0.002
250,박진태,19KP,0.002,2,2,8.1,2,2,0,0,1.000,2.16,-0.00,0.00,0.00,0.00,0.02,0.02,3.12,0.00,0.02,0.002,0.002
251,김재영,19한P,0.002,5,1,8.1,1,0,1,0,1.000,1.08,-0.00,0.00,0.00,0.00,0.02,0.02,3.12,0.00,0.02,0.002,0.002
252,조현우,19KP,0.002,7,0,7.2,1,1,0,0,1.000,1.17,-0.00,0.00,0.00,0.00,0.02,0.02,3.12,0.00,0.02,0.002,0.002
253,한선태,19LP,0.002,6,0,7.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.02,0.02,3.12,0.00,0.02,0.002,0.002
254,김현수,19롯P,0.002,6,0,6.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.02,3.12,0.00,0.02,0.002,0.002
,이상동,19KP,0.002,6,0,6.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.02,3.12,0.00,0.02,0.002,0.002
256,홍상삼,19두P,0.002,3,1,5.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.002,0.002
257,양기현,19키P,0.001,4,0,5.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
258,이종혁,19KP,0.001,5,0,5.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
259,민태호,19NDH,0.001,7,0,5.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
,이우석,19NP,0.001,6,0,5.1,1,0,1,0,1.000,1.69,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
261,윤해진,19K3B,0.001,1,0,3.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.01,0.01,3.42,0.00,0.01,0.001,0.001
262,오석주,19LP,0.001,3,0,5.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
263,조성운,19키DH,0.001,5,0,5.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
264,송창현,19한P,0.001,3,2,12.2,4,1,3,0,1.000,2.84,-0.02,0.00,0.00,0.01,0.03,0.01,1.23,0.00,0.01,0.001,0.001
265,임정호,19NP,0.001,6,0,4.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
266,윤규진,19한P,0.001,3,0,4.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
267,박주성,19키P,0.001,4,0,4.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
268,백청훈,19SDH,0.001,5,0,4.0,1,0,1,0,1.000,2.25,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
269,윤호솔,19한DH,0.001,3,0,3.2,1,0,1,0,1.000,2.46,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
270,채병용,19SP,0.001,4,0,3.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
271,노성호,19NP,0.001,5,0,3.2,1,1,0,0,1.000,2.46,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
272,이찬건,19롯DH,0.001,2,0,6.0,1,1,0,0,1.000,1.50,0.00,-0.01,0.00,0.00,0.00,-0.00,-0.15,0.01,0.01,-0.000,0.001
273,류원석,19LDH,0.001,2,0,3.1,1,0,1,0,1.000,2.70,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
274,이케빈,19SP,0.001,1,1,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
275,전용주,19KP,0.001,4,0,3.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
276,조한욱,19KP,0.001,2,0,2.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
277,정재원,19SP,0.001,4,0,2.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
278,이상영,19LP,0.001,3,0,2.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
279,이원준,19SP,0.001,2,1,2.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,3.12,0.00,0.01,0.001,0.001
280,박희수,19SP,0.001,34,0,28.2,5,0,5,0,1.000,1.57,-0.07,0.00,0.00,0.01,0.06,0.01,0.22,0.00,0.01,0.001,0.001
281,김민규,19두P,0.001,1,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.12,0.00,0.01,0.001,0.001
,이승헌,19롯P,0.001,1,1,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.12,0.00,0.01,0.001,0.001
283,최하늘,19롯P,0.001,2,1,2.0,1,1,0,0,1.000,4.50,-0.00,0.00,0.00,0.00,0.00,0.01,3.12,0.00,0.01,0.001,0.001
284,윤정현,19키P,0.001,3,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.12,0.00,0.01,0.001,0.001
285,장원준,19두P,0.001,6,0,2.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,3.12,0.00,0.01,0.001,0.001
286,박정준,19두P,0.000,2,0,1.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,김정후,19LP,0.000,2,0,1.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
288,이선우,19KP,0.000,3,0,1.2,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
289,김정우,19SP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,최건,19KP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,정태승,19롯P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,임규빈,19키P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,김승범,19KP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,소이현,19NP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,이충호,19한P,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
296,박진,19롯P,0.000,2,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
297,전사민,19NP,0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
298,조영건,19키P,0.000,1,1,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,이상규,19LP,0.000,1,0,0.1,1,1,0,0,1.000,27.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
,송창식,19한P,0.000,1,0,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
301,윤성빈,19롯P,0.000,1,1,0.1,0,0,0,0,,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.000,0.000
302,최대성,19두P,0.000,1,0,0.0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.000,0.000
,박신지,19두P,0.000,2,0,0.0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.000,0.000
304,오준혁,19SLF,-0.000,1,0,1.0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.00,-0.00,0.000,-0.000
305,송승환,19두RF,-0.000,1,0,1.0,0,0,0,0,,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.79,-0.00,-0.00,0.000,-0.000
306,알칸타라,19KP,-0.001,27,27,172.2,35,8,25,2,.943,1.72,-0.07,0.00,0.00,0.07,-0.01,-0.01,-0.07,0.00,-0.01,-0.001,-0.001
307,다익손,19S롯P,-0.001,29,28,149.1,18,5,11,2,.889,0.96,-0.01,0.00,0.00,0.06,-0.06,-0.01,-0.09,0.00,-0.01,-0.001,-0.001
308,김호재,19삼SS,-0.002,27,5,79.0,35,15,20,0,1.000,3.99,-0.47,0.00,0.00,0.00,0.22,-0.25,-3.77,0.23,-0.02,-0.026,-0.002
309,김성훈,19삼2B,-0.002,51,13,192.2,103,44,56,3,.971,4.67,-0.54,0.13,0.00,0.00,-0.10,-0.51,-3.14,0.48,-0.02,-0.053,-0.002
310,홍재호,19K2B,-0.003,10,4,49.0,26,7,18,1,.962,4.59,-0.05,0.00,0.00,0.00,-0.08,-0.14,-3.34,0.10,-0.03,-0.014,-0.003
311,김태근,19두LF,-0.004,4,0,6.0,0,0,0,0,,0.00,0.00,-0.02,0.00,0.00,0.00,-0.02,-3.92,-0.02,-0.04,-0.002,-0.004
312,오선우,19KRF,-0.005,23,11,120.2,37,34,3,0,1.000,2.76,-1.66,2.12,0.00,0.00,0.10,0.56,5.58,-0.61,-0.05,0.059,-0.005
313,임재현,19SRF,-0.006,4,1,11.0,1,1,0,0,1.000,0.82,-0.10,0.09,0.00,0.00,0.01,-0.00,-0.37,-0.06,-0.06,-0.000,-0.006
314,최원준,19두DH,-0.006,34,3,54.1,10,2,7,1,.900,1.49,-0.00,0.00,0.00,0.02,-0.08,-0.06,-1.29,0.00,-0.06,-0.006,-0.006
315,정수민,19NP,-0.006,7,1,9.1,6,3,2,1,.833,4.82,0.12,0.00,0.00,0.00,-0.18,-0.06,-7.61,0.00,-0.06,-0.006,-0.006
316,박헌욱,19NCF,-0.006,6,3,27.0,8,8,0,0,1.000,2.67,-0.36,0.32,0.00,0.00,0.02,-0.03,-1.13,-0.03,-0.06,-0.003,-0.006
317,이유찬,19두DH,-0.008,12,3,30.2,13,4,8,1,.923,3.52,-0.00,0.00,0.00,0.00,-0.12,-0.12,-4.84,0.05,-0.07,-0.013,-0.008
318,아수아헤,19롯2B,-0.008,47,43,385.0,219,96,120,3,.986,5.05,-1.00,0.00,0.00,0.00,0.28,-0.72,-2.25,0.64,-0.08,-0.074,-0.008
319,브리검,19키P,-0.008,28,28,158.1,24,9,14,1,.958,1.31,-0.31,0.00,0.00,0.07,0.16,-0.08,-0.62,0.00,-0.08,-0.008,-0.008
320,양현종,19KP,-0.009,29,29,184.2,30,9,21,0,1.000,1.46,-0.58,0.00,0.00,0.08,0.42,-0.08,-0.55,0.00,-0.08,-0.009,-0.009
321,후랭코프,19두P,-0.009,22,22,117.1,24,10,13,1,.958,1.76,-0.20,0.00,0.00,0.05,0.06,-0.09,-0.88,0.00,-0.09,-0.009,-0.009
322,박상원,19한P,-0.009,61,0,59.0,10,3,7,0,1.000,1.53,-0.12,0.00,-0.12,0.02,0.13,-0.09,-1.76,0.00,-0.09,-0.009,-0.009
323,김철호,19N2B,-0.009,1,0,1.0,0,0,0,0,,0.00,-0.09,0.00,0.00,0.00,0.00,-0.09,-108.34,0.00,-0.09,-0.010,-0.009
324,김대유,19KP,-0.010,21,0,27.0,8,2,6,0,1.000,2.67,-0.21,0.00,0.04,0.01,0.06,-0.10,-4.29,0.00,-0.10,-0.010,-0.010
325,서예일,19두3B,-0.010,7,0,15.1,5,2,3,0,1.000,2.94,-0.17,0.00,0.00,0.00,0.04,-0.13,-10.11,0.03,-0.10,-0.013,-0.010
326,임찬규,19LP,-0.010,30,13,88.2,21,11,8,2,.905,1.93,0.06,0.00,0.00,0.04,-0.20,-0.10,-1.36,0.00,-0.10,-0.010,-0.010
327,박유연,19두C,-0.011,2,0,2.0,2,2,0,0,1.000,9.00,0.00,0.00,0.00,-0.13,0.00,-0.12,-73.92,0.02,-0.11,-0.013,-0.011
328,김은성,19키DH,-0.011,4,2,23.0,9,2,6,1,.889,3.13,-0.00,0.00,0.00,0.00,-0.14,-0.14,-7.50,0.04,-0.11,-0.015,-0.011
329,김준태,19롯C,-0.011,42,26,236.0,231,216,13,2,.991,8.73,-0.04,0.00,-0.65,-1.26,-0.09,-2.04,-10.35,1.93,-0.11,-0.214,-0.011
330,홍성무,19NP,-0.011,15,0,14.1,3,1,1,1,.667,1.26,0.05,0.00,0.00,0.01,-0.17,-0.11,-9.27,0.00,-0.11,-0.011,-0.011
