순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
157,황인준,19K,0.02,5,0,0,2,0,0,0,0,11.1,8,8,53,14,5,1,2,5,1,0,11,0,2,6.35,4.81,1.68,66.4,87.1,0.02,-0.30
158,임지섭,19L,0.01,8,0,0,0,0,0,0,0,6.2,4,2,33,5,0,0,0,8,0,1,9,0,0,2.70,4.75,1.95,151.4,86.7,0.01,-0.46
159,이상규,19L,0.01,1,0,0,0,0,0,0,0,0.1,0,0,3,0,0,0,0,1,0,1,0,0,0,0.00,21.40,3.00,,19.2,0.01,-0.00
160,윤지웅,19N,0.01,13,0,0,0,1,0,0,0,12.2,8,7,55,14,2,0,3,4,0,1,9,0,1,4.97,6.24,1.42,85.2,68.1,0.01,-0.24
161,이선우,19K,0.01,3,0,0,0,0,0,0,0,1.2,1,1,7,1,0,0,1,1,0,0,2,0,0,5.40,10.60,1.20,77.2,38.3,0.01,-0.01
162,배민서,19N,0.00,4,0,0,0,0,0,0,0,3.1,2,2,17,7,1,0,0,0,0,1,1,0,0,5.40,3.70,2.10,78.5,113.4,0.00,-0.03
163,류원석,19L,0.00,2,0,0,0,0,0,0,0,3.1,2,2,17,2,0,0,1,5,0,0,4,0,0,5.40,9.40,2.10,75.7,42.6,0.00,0.04
164,박신지,19두,0.00,2,0,0,0,0,0,0,0,0.0,2,2,3,1,0,0,0,2,0,0,0,0,0,,,,,,0.00,-0.01
,최대성,19두,0.00,1,0,0,0,0,0,0,0,0.0,3,2,3,0,0,0,0,2,0,0,0,0,0,,,,,,0.00,-0.00
166,강동연,19두,-0.00,5,0,0,0,0,0,0,0,5.0,3,3,22,8,2,0,2,0,0,0,3,0,0,5.40,7.40,1.60,75.7,52.8,-0.00,-0.15
167,헤일리,19삼,-0.00,19,0,0,19,5,8,0,0,87.2,59,56,386,95,12,2,5,34,0,6,84,1,5,5.75,3.60,1.47,75.3,118.1,-0.00,-1.03
168,김정우,19S,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,2,0,0,0,1,0,0,0,0,0,9.00,6.40,3.00,47.1,65.2,-0.01,-0.00
169,이현호,19두,-0.02,16,0,0,8,1,0,0,0,40.1,25,23,191,51,8,1,2,19,0,1,22,1,2,5.13,4.44,1.74,79.6,92.2,-0.02,-0.51
170,박근홍,19롯,-0.02,24,0,0,0,1,0,0,1,17.2,13,12,83,16,0,0,5,17,1,1,11,0,1,6.11,8.72,1.87,68.6,48.1,-0.02,-0.60
171,안우진,19키,-0.02,19,0,0,15,7,5,0,0,88.1,56,51,395,97,19,1,8,36,0,3,80,1,3,5.20,4.09,1.51,79.5,100.2,-0.02,-1.19
172,황영국,19한,-0.02,6,0,0,0,0,0,0,0,4.0,3,3,20,8,0,0,2,1,0,0,6,0,0,6.75,7.65,2.25,61.4,53.8,-0.02,-0.12
173,최건,19K,-0.02,1,0,0,0,0,0,0,0,1.0,1,0,4,0,0,0,0,2,0,0,0,0,0,0.00,9.40,2.00,,44.1,-0.02,-0.03
174,박진,19롯,-0.02,2,0,0,0,0,0,0,0,1.0,1,1,6,2,2,0,0,1,0,0,1,0,0,9.00,4.40,3.00,46.6,94.7,-0.02,-0.19
175,장지훈,19삼,-0.03,13,0,0,0,0,0,0,0,14.1,11,10,77,22,4,1,0,11,0,1,12,0,0,6.28,4.24,2.30,69.0,99.1,-0.03,-0.19
176,윤정현,19키,-0.04,3,0,0,0,0,0,0,0,2.0,2,2,10,2,0,0,0,2,0,0,2,0,0,9.00,4.40,2.00,45.9,94.6,-0.04,-0.02
177,조성운,19키,-0.04,5,0,0,0,0,0,0,0,5.0,4,4,25,9,1,0,0,2,0,0,3,0,0,7.20,3.40,2.20,57.4,122.6,-0.04,-0.14
178,이민호,19N,-0.04,11,0,0,0,0,0,0,0,9.2,7,7,54,14,1,0,0,9,0,1,4,0,3,6.52,5.68,2.38,65.0,73.9,-0.04,-0.39
179,심수창,19L,-0.04,5,0,0,1,1,1,0,0,11.2,8,8,57,17,3,0,1,7,0,0,12,0,0,6.17,4.26,2.06,66.2,95.1,-0.04,0.00
180,오현택,19롯,-0.05,15,0,0,0,1,0,0,0,12.2,9,7,56,15,1,0,6,2,1,1,8,0,0,4.97,8.77,1.34,84.4,48.1,-0.05,0.23
181,조근종,19K,-0.06,10,0,0,0,0,0,0,1,10.2,7,7,53,15,2,0,1,5,1,2,6,0,0,5.91,5.18,1.88,70.6,79.8,-0.06,0.12
182,김승범,19K,-0.06,1,0,0,0,0,0,0,0,1.0,2,2,8,4,1,0,0,1,0,0,0,0,0,18.00,6.40,5.00,23.5,65.3,-0.06,-0.01
183,백청훈,19S,-0.06,5,0,0,0,0,0,1,1,4.0,3,3,20,7,1,0,0,1,0,0,4,0,1,6.75,2.15,2.00,62.8,194.5,-0.06,0.42
184,조영우,19S,-0.07,7,0,0,1,0,0,0,0,12.1,12,11,57,19,2,0,3,4,0,0,8,0,0,8.03,6.24,1.87,52.8,69.7,-0.07,0.04
185,김태오,19K,-0.08,4,0,0,0,0,0,0,0,3.0,3,2,21,7,0,0,0,3,0,1,0,1,0,6.00,7.40,3.33,69.4,56.0,-0.08,-0.16
186,홍성무,19N,-0.08,15,0,0,0,0,0,0,0,14.1,10,10,71,16,3,0,3,11,0,1,10,0,0,6.28,7.24,1.88,67.5,58.6,-0.08,-0.25
187,장원준,19두,-0.08,6,0,0,0,0,0,0,0,2.0,2,2,14,5,1,0,0,3,0,1,1,0,0,9.00,8.40,4.00,45.4,49.1,-0.08,-0.19
188,김기훈,19K,-0.08,19,0,0,16,3,6,0,0,79.1,55,49,368,64,15,2,11,65,0,9,49,0,5,5.56,6.77,1.63,75.9,61.9,-0.08,-1.45
189,김종수,19한,-0.09,35,0,0,0,2,0,0,0,31.0,21,20,148,30,4,0,4,33,0,1,28,0,2,5.81,6.56,2.03,71.3,63.8,-0.09,-0.17
190,정태승,19롯,-0.09,1,0,0,0,0,0,0,0,1.0,3,3,6,2,1,0,0,1,0,0,2,0,1,27.00,2.40,3.00,15.5,172.8,-0.09,-0.00
191,송명기,19N,-0.10,2,0,0,1,0,0,0,0,3.0,3,3,14,4,0,0,1,2,0,0,1,0,0,9.00,9.07,2.00,47.1,46.8,-0.10,-0.20
192,윤규진,19한,-0.10,3,0,0,0,0,0,0,0,4.1,5,5,20,6,2,1,0,1,0,0,1,0,0,10.38,3.63,1.62,39.9,115.4,-0.10,-0.03
193,최영환,19롯,-0.10,15,0,0,0,0,0,0,0,19.0,15,14,85,20,7,0,1,9,0,1,19,1,3,6.63,3.67,1.53,63.3,113.9,-0.10,-0.28
194,김택형,19S,-0.15,26,0,0,0,2,1,0,2,23.1,16,15,115,20,4,0,1,24,0,2,27,0,6,5.79,4.99,1.89,73.3,84.6,-0.15,-0.43
195,정인욱,19삼,-0.15,12,0,0,2,0,2,0,0,21.2,17,17,106,24,9,0,1,15,0,2,15,0,3,7.06,4.97,1.80,61.3,85.1,-0.15,-0.19
196,송창식,19한,-0.16,1,0,0,0,0,0,0,0,0.1,2,2,4,3,1,0,0,0,0,0,1,0,0,54.00,-2.60,9.00,7.7,-163.5,-0.16,-0.26
197,이상영,19L,-0.16,3,0,0,0,0,0,0,0,2.2,5,5,16,9,2,0,1,0,0,1,1,0,0,16.88,8.65,3.38,24.2,45.6,-0.16,-0.01
198,이충호,19한,-0.16,1,0,0,0,0,0,0,0,1.0,5,5,10,6,3,0,1,1,0,0,0,0,1,45.00,19.40,7.00,9.2,21.4,-0.16,0.00
199,이민우,19K,-0.16,32,0,0,6,2,6,1,2,61.1,42,37,283,74,11,2,4,26,1,4,56,0,3,5.43,3.84,1.63,77.8,109.5,-0.16,-0.72
200,손동현,19K,-0.17,34,0,0,3,2,3,0,5,47.1,29,25,220,51,7,0,2,31,3,0,29,1,0,4.75,4.50,1.73,87.7,92.3,-0.17,-0.95
201,박주성,19키,-0.17,4,0,0,0,0,0,0,0,4.0,6,6,25,7,1,0,1,6,0,0,1,0,1,13.50,10.65,3.25,30.6,38.4,-0.17,0.00
202,유원상,19N,-0.17,15,0,0,1,0,3,1,0,20.2,15,12,93,21,5,1,2,9,0,1,14,0,1,5.23,4.76,1.45,81.1,88.9,-0.17,-0.55
203,이우석,19N,-0.17,6,0,0,0,0,0,0,1,5.1,6,6,26,7,2,0,0,5,0,0,4,0,0,10.13,4.72,2.25,41.9,89.1,-0.17,-0.20
204,금민철,19K,-0.17,14,0,0,14,1,4,0,0,57.0,38,32,263,66,7,1,5,25,0,7,26,0,4,5.05,5.31,1.60,82.5,77.7,-0.17,-0.90
205,최동환,19L,-0.18,18,0,0,0,1,0,0,0,23.0,17,17,107,25,7,0,4,11,0,2,13,0,1,6.65,6.23,1.57,61.4,64.5,-0.18,-0.30
206,민태호,19N,-0.18,7,0,0,0,0,0,0,0,5.1,7,7,29,12,2,0,1,1,0,0,6,0,0,11.81,4.15,2.44,35.9,103.0,-0.18,-0.04
207,유승철,19K,-0.19,3,0,0,0,0,0,0,0,4.0,5,5,20,4,0,0,2,2,0,2,5,0,0,11.25,10.40,1.50,37.5,40.3,-0.19,-0.19
208,박정수,19K,-0.20,3,0,0,0,0,0,0,0,5.0,7,7,27,10,2,0,0,4,0,1,2,0,0,12.60,5.60,2.80,33.5,74.8,-0.20,-0.09
209,전용주,19K,-0.20,4,0,0,0,0,0,0,0,3.0,6,5,21,6,1,0,1,6,0,0,1,0,1,15.00,13.07,4.00,27.8,31.4,-0.20,-0.03
210,윤강민,19N,-0.20,5,0,0,1,0,1,0,0,7.2,8,7,42,12,1,0,1,6,0,2,5,0,0,8.22,6.92,2.35,51.6,61.1,-0.20,-0.21
211,윤호솔,19한,-0.20,3,0,0,0,0,0,0,0,3.2,7,7,22,8,1,0,1,3,0,0,2,0,0,17.18,8.31,3.00,24.1,50.2,-0.20,-0.00
212,정재원,19S,-0.21,4,0,0,0,0,0,0,0,2.2,5,5,16,6,0,0,1,0,0,1,1,0,0,16.88,8.65,2.25,25.1,50.7,-0.21,-0.18
213,홍정우,19삼,-0.21,7,0,0,0,0,0,0,0,5.1,8,6,34,10,2,1,2,4,0,1,2,0,0,10.13,10.34,2.63,42.8,41.9,-0.21,-0.06
214,박정준,19두,-0.21,2,0,0,0,0,0,0,0,1.2,6,6,13,3,1,0,0,5,0,0,0,0,0,32.40,12.40,4.80,12.6,33.2,-0.21,-0.00
215,권혁,19두,-0.21,57,0,0,0,2,2,1,11,36.2,23,20,155,36,7,0,3,7,0,2,21,0,0,4.91,4.06,1.17,83.3,100.2,-0.21,0.02
216,장지수,19K,-0.23,13,0,0,0,0,0,0,0,16.1,16,14,80,23,2,1,2,7,0,2,6,1,1,7.71,5.91,1.84,54.7,70.7,-0.23,-0.07
217,채병용,19S,-0.23,4,0,0,0,0,0,1,1,3.2,4,4,21,7,2,0,1,3,0,1,3,0,0,9.82,8.58,2.73,43.2,50.4,-0.23,-0.19
218,김세현,19K,-0.23,10,0,0,0,0,2,0,0,8.2,8,6,48,11,4,0,0,9,1,2,5,0,0,6.23,5.71,2.31,67.7,73.4,-0.23,-1.09
219,윤성빈,19롯,-0.23,1,0,0,1,0,1,0,0,0.1,3,3,4,0,0,0,0,3,0,0,0,0,1,81.00,30.40,9.00,5.2,13.7,-0.23,-0.13
220,조영건,19키,-0.24,1,0,0,1,0,1,0,0,0.1,3,3,7,3,0,0,0,3,0,0,1,0,0,81.00,24.40,18.00,5.1,17.0,-0.24,-0.33
221,노성호,19N,-0.26,5,0,0,0,0,0,0,0,3.2,5,5,21,8,3,0,1,1,0,0,1,0,1,12.27,7.22,2.46,34.5,58.8,-0.26,-0.12
222,서균,19한,-0.27,7,0,0,0,0,0,0,0,4.1,8,7,27,10,4,0,0,3,0,0,3,0,0,14.54,4.09,3.00,28.5,102.9,-0.27,-0.07
223,이원준,19S,-0.28,2,0,0,1,0,1,0,0,2.1,5,5,14,3,0,0,1,4,0,0,2,0,0,19.29,12.40,3.00,22.0,34.9,-0.28,-0.25
224,김윤동,19K,-0.28,11,0,0,0,1,2,4,0,11.0,8,8,55,12,1,1,1,11,2,0,12,0,1,6.55,4.86,2.09,64.5,86.3,-0.28,0.09
225,김승현,19삼,-0.29,14,0,0,0,1,1,0,0,12.2,12,9,61,11,2,0,0,9,0,1,4,0,1,6.39,5.14,1.58,67.7,81.7,-0.29,-0.17
226,양기현,19키,-0.29,4,0,0,0,0,0,0,0,5.1,10,9,30,12,2,0,0,1,0,0,3,0,1,15.19,2.84,2.44,27.2,147.0,-0.29,0.00
227,김범수,19한,-0.30,45,0,0,16,5,9,1,1,103.0,70,65,485,115,19,3,15,61,1,10,85,0,9,5.68,5.68,1.71,72.9,73.3,-0.30,-1.50
228,장원삼,19L,-0.33,8,0,0,3,0,2,0,0,14.2,13,13,68,20,4,0,3,3,0,2,7,0,0,7.98,6.13,1.57,51.2,65.2,-0.33,-0.50
229,이준영,19K,-0.33,37,0,0,1,1,0,0,1,51.0,42,36,244,64,7,2,3,26,2,2,43,1,0,6.35,4.01,1.77,66.4,104.8,-0.33,0.26
230,최하늘,19롯,-0.34,2,0,0,1,0,1,0,0,2.0,6,6,13,4,0,0,2,2,0,1,1,0,0,27.00,19.90,3.00,15.5,21.2,-0.34,-0.35
231,류희운,19K,-0.35,1,0,0,1,0,1,0,0,2.1,6,6,17,8,2,0,0,2,0,0,1,0,2,23.14,5.12,4.29,18.0,81.3,-0.35,-0.31
232,배재준,19L,-0.35,19,0,0,12,3,4,0,0,62.0,42,36,282,61,17,1,3,33,0,8,44,0,3,5.23,4.60,1.52,78.2,89.1,-0.35,-0.63
233,김원중,19롯,-0.35,28,0,0,17,5,10,0,1,102.1,75,65,485,127,21,1,13,47,1,6,93,0,6,5.72,4.76,1.70,73.4,88.0,-0.35,-2.18
234,이정현,19K,-0.36,9,0,0,2,0,2,0,0,12.0,13,13,55,12,4,0,3,8,0,0,9,0,0,9.75,7.15,1.67,42.7,57.3,-0.36,-0.40
235,이승진,19S,-0.37,17,0,0,2,0,0,0,1,19.0,17,17,89,21,1,1,3,12,0,1,14,0,2,8.05,6.03,1.74,52.7,71.2,-0.37,-0.48
236,송은범,19한L,-0.37,63,0,0,0,2,6,1,9,60.0,38,35,281,80,5,2,6,23,4,3,36,0,3,5.25,4.60,1.72,78.5,89.5,-0.37,-0.91
237,이상동,19K,-0.39,6,0,0,0,0,0,0,0,6.1,10,10,30,10,4,0,2,2,0,1,0,0,0,14.21,8.93,1.90,29.3,45.8,-0.39,-0.13
238,이승헌,19롯,-0.40,1,0,0,1,0,1,0,0,2.0,7,7,16,7,5,1,0,3,0,1,0,0,0,31.50,9.40,5.00,13.3,44.1,-0.40,-0.34
239,이태양,19한,-0.40,55,0,0,1,1,6,0,10,66.2,44,43,283,74,11,2,8,13,0,3,64,0,4,5.81,3.76,1.31,71.4,110.2,-0.40,-1.57
240,강이준,19K,-0.41,3,0,0,3,0,2,0,0,9.0,11,11,53,14,4,0,1,9,1,2,3,0,0,11.00,7.51,2.56,38.4,55.6,-0.41,-0.66
241,터너,19K,-0.46,28,1,0,28,7,13,0,0,153.1,107,94,714,179,34,3,12,58,0,17,121,0,14,5.52,4.31,1.55,76.5,97.5,-0.46,-1.58
242,김재영,19한,-0.51,5,0,0,1,0,0,0,0,8.1,12,12,41,14,4,0,1,3,0,2,4,0,0,12.96,5.80,2.04,32.0,71.7,-0.51,-0.39
243,신정락,19L한,-0.58,44,0,0,1,5,1,0,5,44.2,33,29,207,48,8,0,6,21,0,6,35,0,4,5.84,5.40,1.55,70.5,76.1,-0.58,-0.30
244,이인복,19롯,-0.63,11,0,0,0,0,0,0,0,12.1,18,16,74,29,2,1,2,8,0,0,7,0,0,11.68,6.32,3.00,35.9,66.4,-0.63,-0.57
245,박정배,19S,-0.66,20,0,0,0,1,1,0,1,19.2,22,22,90,29,10,0,4,2,0,2,9,0,0,10.07,5.74,1.58,42.1,75.6,-0.66,-0.00
246,양승철,19K,-0.66,11,0,0,1,1,1,0,0,16.1,22,22,85,23,10,1,3,15,0,0,11,0,2,12.12,7.20,2.33,34.8,58.1,-0.66,-0.36
247,정성곤,19K,-0.67,52,0,0,0,3,3,8,11,53.2,36,33,248,64,16,2,7,22,3,2,40,0,2,5.53,4.78,1.60,75.3,86.2,-0.67,-1.02
248,엄상백,19K,-0.71,26,0,0,0,2,3,0,0,31.1,29,28,154,40,6,0,6,24,0,0,20,0,1,8.04,6.91,2.04,51.8,59.4,-0.71,-1.69
249,이보근,19키,-0.74,19,0,0,0,0,2,0,3,16.2,18,18,80,29,3,2,1,4,0,0,12,0,0,9.72,3.46,1.98,42.5,118.9,-0.74,-0.96
250,윤길현,19롯,-0.78,6,0,0,0,1,1,0,0,5.0,14,6,39,17,4,0,2,4,1,2,5,0,2,10.80,9.60,4.20,38.9,43.6,-0.78,-0.57
251,구승민,19롯,-0.83,41,0,0,0,1,4,2,6,36.0,29,25,180,45,5,0,5,21,6,3,43,0,7,6.25,4.32,1.83,67.1,96.5,-0.83,-2.01
252,정수민,19N,-0.83,7,0,0,1,0,2,0,0,9.1,17,17,54,17,5,0,1,10,0,1,4,0,1,16.39,7.47,2.89,25.9,56.4,-0.83,-0.32
253,문동욱,19한,-0.89,12,0,0,1,1,1,0,0,15.2,25,21,91,36,6,0,3,4,0,3,12,0,1,12.06,5.70,2.55,34.3,72.7,-0.89,-0.63
254,박주홍,19한,-0.99,29,0,0,6,0,4,0,1,38.1,37,34,188,51,9,2,8,24,0,2,27,1,1,7.98,6.74,1.96,51.9,61.8,-0.99,-1.72
255,최충연,19삼,-1.04,34,0,0,2,0,2,1,4,36.2,36,30,194,44,15,1,2,38,1,3,41,0,6,7.36,5.15,2.24,58.8,82.4,-1.04,-1.22
256,홍건희,19K,-1.06,21,0,0,14,2,9,0,0,81.2,70,65,381,112,20,1,12,33,0,3,52,0,7,7.16,5.36,1.78,58.9,78.1,-1.06,-2.02
257,김민우,19한,-1.24,16,1,0,12,2,7,0,0,68.0,59,51,315,80,12,1,6,30,0,6,46,0,4,6.75,4.79,1.62,61.4,87.2,-1.24,-1.67
