순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
106,김명신,20두,0.37,16,0,0,0,0,1,0,0,15.1,6,6,72,20,4,0,3,4,0,3,11,0,0,3.52,6.03,1.57,131.4,75.3,0.37,0.19
107,윤명준,20두,0.37,42,0,0,0,0,0,2,7,40.0,24,22,180,49,6,1,4,12,1,1,20,0,1,4.95,4.76,1.53,93.5,97.1,0.37,0.42
108,이승진,20두,0.37,33,0,0,5,2,4,0,5,51.1,33,32,228,55,12,2,3,22,1,2,54,0,0,5.61,3.56,1.50,82.5,130.4,0.37,-0.66
109,김정빈,20S,0.35,57,0,0,0,1,1,1,10,47.1,30,27,226,37,8,1,5,45,1,8,42,0,6,5.13,6.45,1.73,94.1,75.3,0.35,-0.14
110,박진형,20롯,0.35,53,0,0,0,1,4,0,17,42.2,27,27,194,56,15,2,7,13,2,4,50,0,3,5.70,4.40,1.62,85.4,109.7,0.35,-1.18
111,서균,20한,0.35,7,0,0,0,0,0,0,0,7.1,0,0,34,7,0,0,0,6,0,1,1,0,0,0.00,6.15,1.77,,77.9,0.35,-0.03
112,노성호,20삼,0.33,45,0,0,0,2,3,0,10,36.1,23,18,166,28,5,0,3,29,1,2,34,0,7,4.46,5.23,1.57,110.9,93.0,0.33,-0.37
113,문동욱,20한,0.31,19,0,0,0,0,1,1,1,18.0,10,9,83,12,2,0,2,17,1,2,9,0,2,4.50,7.00,1.61,105.5,68.5,0.31,-0.07
114,장필준,20삼,0.30,31,0,0,2,0,3,0,4,36.0,24,23,170,46,9,0,6,16,0,0,26,0,5,5.75,5.61,1.72,86.0,87.8,0.30,-0.94
115,김진욱,20한,0.30,22,0,0,6,3,4,1,0,44.2,29,28,206,50,12,1,9,25,0,5,29,0,3,5.64,6.89,1.68,84.1,69.6,0.30,-1.07
116,김종수,20한,0.30,54,0,0,0,1,1,1,7,50.0,34,33,228,54,11,3,6,26,1,3,43,0,4,5.94,5.08,1.60,79.9,94.4,0.30,0.02
117,문성현,20키,0.29,10,0,0,2,1,1,0,0,15.0,7,7,63,13,1,0,1,11,0,0,13,0,0,4.20,4.89,1.60,111.7,95.6,0.29,0.03
118,샘슨,20롯,0.29,25,0,0,25,9,12,0,0,130.0,87,78,590,167,25,1,14,36,0,6,87,2,8,5.40,4.59,1.56,90.1,104.7,0.29,-1.07
119,양창섭,20삼,0.28,7,0,0,0,0,0,0,0,6.2,2,2,29,6,1,0,1,3,1,0,4,0,0,2.70,5.21,1.35,183.1,94.9,0.28,0.22
120,안영명,20한,0.27,39,0,0,0,1,1,0,1,45.2,32,30,201,51,8,1,9,18,1,2,34,0,0,5.91,5.88,1.51,80.3,81.6,0.27,-0.83
121,장웅정,20한,0.25,2,0,0,2,0,1,0,0,7.2,3,3,35,7,1,0,0,6,0,0,5,0,1,3.52,4.60,1.70,134.8,104.3,0.25,0.09
122,박희수,20S,0.24,28,0,0,0,0,1,0,0,24.2,16,15,112,28,6,0,4,10,1,0,26,0,2,5.47,4.65,1.54,88.2,105.7,0.24,-0.21
123,김세현,20S,0.23,42,0,0,0,2,0,1,7,42.0,28,27,187,44,7,0,7,22,0,1,35,0,1,5.79,5.70,1.57,83.5,85.9,0.23,-0.95
124,김기훈,20K,0.23,22,0,0,7,0,4,0,1,52.0,35,31,238,58,11,1,8,31,0,2,39,0,3,5.37,5.96,1.71,89.9,80.8,0.23,-1.26
125,이현승,20두,0.22,62,0,0,0,2,1,2,9,42.1,27,25,195,48,9,2,2,21,0,2,42,1,3,5.31,3.82,1.63,87.1,122.2,0.22,-0.55
126,남호,20L,0.21,6,0,0,3,0,0,0,0,18.1,9,8,82,13,3,1,1,12,0,1,14,0,0,3.93,4.87,1.36,117.7,95.9,0.21,-0.16
127,차우찬,20L,0.20,13,0,0,13,5,5,0,0,64.0,39,38,287,71,14,1,8,28,1,2,51,0,1,5.34,4.95,1.55,86.5,92.7,0.20,-0.01
128,조성운,20키,0.19,42,0,0,0,1,1,0,1,45.0,30,27,201,48,11,1,6,19,1,2,29,0,2,5.40,5.33,1.49,86.9,86.9,0.19,-0.78
129,박종기,20두,0.19,8,0,0,5,1,2,0,0,26.0,16,16,117,30,6,0,3,14,0,0,20,0,1,5.54,5.13,1.69,83.6,89.7,0.19,0.11
130,채드벨,20한,0.18,16,0,0,16,2,8,0,0,77.0,54,51,346,85,11,0,10,35,1,5,61,0,3,5.96,5.18,1.56,79.6,92.5,0.18,-1.01
131,이상화,20K,0.15,18,0,0,0,1,1,0,1,15.0,9,9,65,11,2,0,2,10,2,0,7,0,1,5.40,5.96,1.40,88.8,80.0,0.15,-0.12
132,고효준,20롯,0.14,24,0,0,0,1,0,0,0,15.2,10,10,77,14,3,0,3,11,0,3,11,0,1,5.74,7.32,1.60,84.7,65.6,0.14,-0.46
133,유희관,20두,0.14,27,0,0,27,10,11,0,0,136.1,91,76,622,190,37,5,14,39,4,3,56,0,1,5.02,4.91,1.68,92.2,94.2,0.14,-2.34
134,김유영,20롯,0.13,12,0,0,0,0,0,0,0,7.1,4,4,31,4,0,0,0,7,2,0,5,0,1,4.91,4.24,1.50,99.1,113.0,0.13,-0.22
135,백정현,20삼,0.13,11,0,0,11,4,4,0,0,59.0,43,34,258,67,15,2,13,17,0,1,46,0,1,5.19,5.78,1.42,95.3,86.0,0.13,-0.87
136,문경찬,20KN,0.13,56,0,0,0,0,5,10,11,52.0,35,29,225,51,10,1,11,15,0,2,44,0,0,5.02,5.59,1.27,96.9,86.7,0.13,-0.63
137,김상수,20키,0.12,60,0,0,0,3,3,5,11,51.1,33,27,226,52,12,0,3,21,1,3,48,0,1,4.73,3.79,1.42,99.1,123.1,0.12,-0.11
138,권휘,20두,0.12,14,0,0,0,0,1,0,1,13.2,8,8,63,16,2,0,1,6,0,2,10,0,2,5.27,4.80,1.61,87.8,96.8,0.12,-0.47
139,윤희상,20S,0.12,4,0,0,1,0,0,0,0,3.0,1,1,11,1,0,0,0,2,0,0,2,0,0,3.00,4.22,1.00,160.9,113.3,0.12,-0.03
140,박진우,20N,0.11,43,0,0,1,2,2,0,7,43.0,29,25,194,47,7,0,2,13,1,6,22,0,0,5.23,4.39,1.40,93.5,109.4,0.11,-0.38
141,김현수,20K,0.10,15,0,0,4,1,2,0,0,32.1,27,26,167,41,7,3,3,31,0,2,19,0,1,7.24,6.65,2.23,66.7,72.3,0.10,-0.12
142,고영창,20K,0.10,48,0,0,0,1,1,1,2,58.0,46,44,275,88,19,0,3,17,2,5,23,2,6,6.83,4.47,1.81,70.6,107.0,0.10,-0.63
143,한승혁,20롯,0.09,9,0,0,0,1,0,0,0,7.0,4,4,31,8,1,0,0,4,0,0,3,0,0,5.14,4.41,1.71,94.6,108.0,0.09,-0.00
144,김동혁,20키,0.09,8,0,0,0,0,1,0,0,8.2,5,5,36,8,1,1,1,1,0,1,6,0,1,5.19,4.36,1.04,90.3,106.2,0.09,-0.12
145,서동민,20S,0.09,9,0,0,0,0,0,0,0,8.1,5,5,38,10,2,0,2,4,0,0,7,0,0,5.40,6.44,1.68,89.4,76.5,0.09,-0.01
146,송승준,20롯,0.09,22,0,0,1,2,2,0,1,24.2,17,17,119,30,5,2,2,14,2,3,25,0,3,6.20,4.41,1.78,78.5,108.8,0.09,-1.18
147,성재헌,20L,0.08,4,0,0,0,0,0,0,0,4.1,2,2,20,6,1,0,0,1,0,1,1,0,0,4.15,4.48,1.62,111.3,105.9,0.08,0.06
148,황인준,20K,0.08,3,0,0,0,0,0,0,0,4.0,2,2,18,6,1,0,1,2,0,0,1,0,0,4.50,7.81,2.00,107.2,61.3,0.08,0.00
149,김태경,20N,0.07,1,0,0,0,0,0,0,0,1.0,0,0,5,0,0,0,0,1,0,0,1,0,0,0.00,4.56,1.00,,104.8,0.07,0.04
150,손정욱,20N,0.07,16,0,0,0,0,0,0,0,12.0,8,7,58,16,2,0,1,5,0,1,5,0,0,5.25,5.31,1.75,93.2,90.8,0.07,0.14
151,홍정우,20삼,0.06,30,0,0,0,0,0,0,1,30.0,23,22,139,37,4,1,5,12,0,1,29,0,1,6.60,5.09,1.63,74.9,97.1,0.06,-0.23
152,손동현,20K,0.06,23,0,0,0,0,0,0,1,20.1,14,12,91,21,5,0,5,10,1,0,12,0,3,5.31,6.90,1.53,90.3,68.6,0.06,-0.06
153,김성훈,20K,0.05,3,0,0,0,0,0,0,0,3.0,1,1,13,1,0,0,0,4,0,0,3,0,0,3.00,5.56,1.67,159.8,86.3,0.05,-0.01
154,안인산,20N,0.05,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.00,3.56,0.00,,134.3,0.05,0.03
155,신민혁,20N,0.05,17,0,0,7,2,3,0,0,42.0,27,27,196,57,7,0,10,13,0,3,26,0,0,5.79,6.56,1.67,84.5,74.2,0.05,-0.70
156,이승헌,20롯,0.05,8,0,0,8,3,2,0,0,36.2,25,19,157,34,2,1,1,11,1,2,34,1,2,4.66,3.04,1.23,104.4,157.4,0.05,-0.30
