Unnamed: 0,이름,WHIP,승률,피안타율,피홈런율,이닝당삼진,이닝당볼넷,평균자책점,선수WAR
20,한현희,1.52,0.6111111111111112,0.2751322751322751,0.0291005291005291,0.621301775147929,0.28994082840236685,4.792899408284024,2.84
21,아델만,1.5,0.4,0.26649076517150394,0.02638522427440633,0.8011695906432749,0.3157894736842105,5.052631578947368,2.83
22,이재학,1.35,0.2777777777777778,0.2386018237082067,0.019756838905775075,0.762656147271532,0.3221564760026299,4.792899408284024,2.68
23,이태양,1.12,0.6666666666666666,0.20307692307692307,0.030769230769230767,1.074589127686473,0.290771175726928,2.844500632111252,2.63
24,박상원,1.33,0.6666666666666666,0.23046875,0.01171875,1.0333333333333334,0.35,2.1,2.45
25,문승원,1.44,0.4705882352941176,0.27439024390243905,0.03658536585365853,0.8122503328894808,0.2463382157123835,4.613848202396805,2.43
26,김윤동,1.51,0.5384615384615384,0.1924119241192412,0.024390243902439025,0.9610705596107056,0.656934306569343,3.722627737226277,2.39
27,백정현,1.42,0.5,0.2629629629629629,0.03333333333333333,0.7907348242811502,0.28753993610223644,4.600638977635783,2.35
28,듀브론트,1.63,0.4,0.2575516693163752,0.02066772655007949,0.7950401167031365,0.4522246535375639,4.923413566739606,2.34
29,왕웨이중,1.48,0.4117647058823529,0.2747967479674797,0.026016260162601626,0.764872521246459,0.28328611898017,4.270538243626063,2.29
30,김태훈,1.32,0.75,0.2233502538071066,0.02030456852791878,0.9893617021276596,0.3829787234042553,3.8297872340425534,2.28
31,손승락,1.27,0.375,0.212,0.004,1.048951048951049,0.34965034965034963,3.933566433566433,2.25
32,베렛,1.53,0.375,0.2550143266475645,0.034383954154727794,0.9290322580645162,0.38064516129032255,5.283870967741937,2.23
33,구승민,1.26,0.6363636363636364,0.2019543973941368,0.03908794788273615,1.024590163934426,0.4234972677595628,3.6885245901639343,2.21
34,정우람,1.15,0.625,0.22272727272727272,0.027272727272727268,1.0566037735849056,0.22641509433962265,3.39622641509434,2.02
35,로저스,1.27,0.5555555555555556,0.2579710144927536,0.02028985507246377,0.7831325301204819,0.1927710843373494,3.7951807228915664,1.97
36,금민철,1.79,0.4,0.29444444444444445,0.026388888888888892,0.5060858424087123,0.4356181934657271,5.4196028187059575,1.91
37,산체스,1.38,0.5,0.254746835443038,0.04113924050632911,0.8545830461750518,0.2687801516195727,4.9000689179875945,1.9
38,심창민,1.19,0.7142857142857143,0.2007042253521127,0.04225352112676056,1.0287443267776095,0.3328290468986385,4.084720121028743,1.87
39,고영표,1.41,0.4,0.28225806451612906,0.02741935483870968,0.943661971830986,0.17605633802816897,5.133802816901408,1.82
40,보니야,1.52,0.4117647058823529,0.2566489361702128,0.03058510638297872,0.8988095238095238,0.375,5.303571428571429,1.79
41,박치국,1.42,0.16666666666666666,0.27303754266211605,0.017064846416382253,0.8955223880597015,0.22388059701492535,3.626865671641791,1.73
42,신재웅,1.48,0.4,0.2168141592920354,0.02212389380530973,0.8269230769230769,0.5384615384615384,2.769230769230769,1.69
43,오현택,1.21,0.6,0.2462686567164179,0.04104477611940298,0.9813084112149532,0.18691588785046728,3.785046728971962,1.66
44,구창모,1.58,0.3125,0.2642140468227425,0.03511705685618729,0.8721804511278195,0.3909774436090225,5.3458646616541365,1.65
45,임창용,1.4,0.5,0.2371134020618557,0.041237113402061855,0.9756097560975612,0.33681765389082463,5.435540069686412,1.57
46,장필준,1.36,0.5,0.2241379310344828,0.020689655172413796,1.1195158850226927,0.3782148260211801,4.357034795763994,1.51
47,헤일,1.28,0.42857142857142855,0.24548736462093865,0.02888086642599278,0.8320726172465961,0.25718608169440244,4.357034795763994,1.49
48,임기준,1.46,0.8333333333333334,0.24279835390946505,0.02880658436213992,0.8035714285714286,0.4107142857142857,3.5357142857142856,1.48
49,휠러,1.59,0.25,0.2788671023965142,0.026143790849673203,0.9288537549407114,0.3359683794466403,5.158102766798419,1.44
50,양창섭,1.53,0.5384615384615384,0.25,0.03,0.5625717566016074,0.3903559127439725,5.063145809414467,1.43
51,우규민,1.4,0.8,0.2845528455284553,0.024390243902439025,0.8247422680412371,0.20618556701030927,4.3298969072164954,1.41
52,김재윤,1.49,0.5833333333333334,0.28044280442804426,0.04059040590405904,1.0819672131147542,0.2459016393442623,4.573770491803279,1.39
53,이영하,1.58,0.7692307692307693,0.25225225225225223,0.027027027027027032,0.7364975450081833,0.44189852700491,5.30278232405892,1.33
54,김승회,1.41,0.42857142857142855,0.2231404958677686,0.02479338842975207,0.6273062730627306,0.4243542435424354,3.487084870848708,1.23
55,진명호,1.61,0.5555555555555556,0.1879432624113475,0.024822695035460998,1.062091503267974,0.7516339869281046,4.4117647058823515,1.2
56,정찬헌,1.54,0.625,0.25418060200668896,0.016722408026755852,0.7692307692307693,0.3692307692307693,4.846153846153847,1.17
57,장민재,1.43,0.75,0.2330827067669173,0.02631578947368421,0.7094594594594594,0.3885135135135135,4.712837837837838,1.16
58,권오준,1.27,0.75,0.2275132275132275,0.037037037037037035,1.2064965197215778,0.2784222737819025,3.967517401392111,1.07
59,김강률,1.26,1.0,0.22712933753943215,0.0220820189274448,1.0657894736842106,0.3157894736842105,4.618421052631579,1.05
60,김재영,1.55,0.6,0.27037773359840955,0.029821073558648114,0.5040504050405039,0.33303330333033304,5.670567056705671,1.04
61,양현,1.35,0.5,0.2348484848484849,0.030303030303030307,0.6211180124223602,0.40372670807453415,3.6335403726708067,1.02
62,정성곤,1.4,1.0,0.22115384615384612,0.02884615384615385,0.9543568464730291,0.4564315352697095,2.987551867219917,0.98
63,김상수,1.37,0.4,0.2217573221757322,0.037656903765690385,1.2318840579710144,0.4166666666666666,5.217391304347826,0.98
64,문경찬,1.43,0.0,0.25833333333333336,0.04166666666666666,0.8348457350272233,0.30852994555353896,4.7368421052631575,0.98
65,해커,1.46,0.625,0.2464183381088825,0.045845272206303724,0.7070707070707071,0.3787878787878788,5.227272727272728,0.94
66,이보근,1.31,0.5384615384615384,0.2509505703422053,0.02281368821292776,0.8852459016393442,0.2295081967213115,4.278688524590164,0.92
67,원종현,1.55,0.3333333333333333,0.28363636363636363,0.025454545454545452,0.561622464898596,0.34321372854914195,5.195007800312013,0.89
68,이종혁,1.61,0.0,0.2837209302325581,0.018604651162790697,0.6444906444906445,0.3534303534303534,4.6777546777546775,0.87
69,유승철,1.65,1.0,0.22272727272727272,0.022727272727272728,0.9341825902335456,0.6157112526539278,4.394904458598726,0.85
70,박희수,1.52,0.3333333333333333,0.23972602739726026,0.00684931506849315,0.9090909090909092,0.4545454545454545,3.272727272727273,0.84
71,차우찬,1.51,0.5454545454545454,0.23228346456692914,0.03543307086614173,0.8,0.4647058823529412,6.088235294117648,0.83
72,배재환,1.72,0.5,0.2189349112426036,0.035502958579881665,0.9444444444444444,0.6944444444444444,4.5,0.8
73,최채흥,1.36,0.8,0.25,0.04166666666666666,0.8928571428571429,0.2857142857142857,3.2142857142857144,0.78
74,황인준,1.33,0.75,0.2532751091703057,0.039301310043668124,0.6704980842911877,0.2298850574712644,5.0,0.78
75,김성훈,1.3,0.0,0.21186440677966098,0.01694915254237288,1.0294117647058825,0.4044117647058824,3.6397058823529416,0.74
76,팻딘,1.55,0.4615384615384616,0.2959183673469388,0.0391156462585034,0.7823392718822618,0.209140201394268,6.274206041828041,0.73
77,윤희상,1.22,0.3333333333333333,0.2606635071090048,0.03791469194312797,0.8627450980392157,0.13725490196078433,5.117647058823528,0.72
78,박진우,1.17,1.0,0.225,0.025,0.78125,0.2604166666666667,3.75,0.69
79,홍성용,1.44,0.6666666666666666,0.24257425742574254,0.034653465346534656,0.9333333333333332,0.3555555555555556,5.4,0.69
80,최동환,1.19,1.0,0.21153846153846154,0.038461538461538464,0.7567567567567568,0.2972972972972973,4.621621621621622,0.68
81,류희운,1.52,0.5,0.2717948717948718,0.05641025641025641,0.6363636363636364,0.3181818181818182,4.909090909090909,0.68
82,임현준,1.12,0.0,0.1724137931034483,0.02586206896551724,0.9558823529411764,0.4044117647058824,3.9705882352941178,0.65
83,심재민,1.56,0.4444444444444444,0.26256983240223464,0.027932960893854747,0.8780487804878049,0.4146341463414634,4.609756097560974,0.64
84,윤길현,1.46,0.3333333333333333,0.2275862068965517,0.027586206896551724,0.8787878787878788,0.4545454545454545,4.636363636363637,0.63
85,박신지,1.1,0.3333333333333333,0.1590909090909091,0.045454545454545456,0.7619047619047619,0.42857142857142855,3.0,0.61
86,김승현,1.95,0.25,0.3037974683544304,0.0189873417721519,0.9034267912772586,0.4672897196261682,4.485981308411215,0.57
87,이승진,1.48,0.0,0.21693121693121686,0.031746031746031744,0.9002433090024331,0.48661800486617995,4.598540145985401,0.56
88,이승호,1.47,0.25,0.2167487684729064,0.039408866995073885,0.8444444444444444,0.4888888888888889,5.6,0.55
89,이상화,1.07,,0.13953488372093026,0.0,1.3861386138613865,0.4950495049504951,2.6732673267326734,0.54
90,채병용,1.37,0.6666666666666666,0.2578125,0.0625,0.5,0.26666666666666666,4.8,0.51
91,안영명,1.49,0.8,0.2852233676975945,0.041237113402061855,0.7272727272727273,0.2272727272727273,5.727272727272728,0.51
92,정인욱,1.29,1.0,0.2262773722627737,0.021897810218978103,0.8709677419354839,0.2903225806451613,3.4838709677419355,0.49
93,장시환,1.58,1.0,0.2241379310344828,0.02873563218390805,1.2154696132596683,0.5248618784530387,4.723756906077347,0.49
94,김건국,1.03,1.0,0.2682926829268293,0.024390243902439025,0.8823529411764707,0.0,2.647058823529412,0.47
95,최성훈,1.56,,0.2297297297297297,0.054054054054054064,0.8641975308641976,0.5555555555555556,3.888888888888889,0.46
96,한승혁,1.69,0.7,0.25862068965517243,0.019704433497536943,0.7386363636363636,0.5,5.829545454545454,0.44
97,최성영,1.42,0.5,0.23404255319148934,0.03900709219858156,0.889235569422777,0.390015600624025,5.897035881435259,0.44
98,이형범,1.59,0.5,0.2605042016806723,0.02100840336134454,0.4074074074074074,0.4444444444444444,5.166666666666667,0.43
99,임기영,1.71,0.4705882352941176,0.2953156822810591,0.04073319755600815,0.6476190476190476,0.3238095238095238,6.257142857142857,0.42
100,배재준,1.4,1.0,0.19540229885057472,0.017241379310344827,1.0732984293193717,0.5235602094240838,4.476439790575916,0.41
101,임찬규,1.65,0.5,0.2867647058823529,0.033823529411764704,0.8549931600547196,0.32147742818057456,5.786593707250343,0.41
102,윤성빈,1.72,0.2857142857142857,0.2170212765957447,0.02127659574468085,1.294820717131474,0.7171314741035856,6.454183266932271,0.39
103,김범수,1.68,0.5,0.23318385650224216,0.03139013452914798,1.1226611226611227,0.6029106029106029,5.8004158004157995,0.37
104,김지용,1.3,0.4545454545454545,0.26262626262626265,0.0505050505050505,0.8936170212765957,0.1914893617021277,5.3617021276595755,0.36
105,송승준,1.62,0.42857142857142855,0.25761772853185594,0.0221606648199446,0.8607594936708861,0.4430379746835443,6.151898734177215,0.36
106,윤영삼,1.32,1.0,0.2440944881889764,0.015748031496062992,1.095890410958904,0.273972602739726,4.931506849315068,0.36
107,이현승,1.73,1.0,0.2785714285714286,0.028571428571428567,0.6953642384105961,0.4635761589403974,5.066225165562914,0.35
108,김정후,1.39,0.0,0.16,0.04,0.7017543859649122,0.7017543859649122,3.684210526315789,0.35
109,김태훈,1.66,0.5,0.2798165137614679,0.045871559633027525,0.7627118644067796,0.3813559322033898,6.101694915254238,0.35
110,김민,1.74,0.6666666666666666,0.2247191011235955,0.02247191011235955,0.6738544474393531,0.6738544474393531,5.09433962264151,0.35
111,배민관,1.18,,0.17647058823529413,0.0,1.0,0.3636363636363637,1.6363636363636365,0.34
112,김사율,1.46,0.3333333333333333,0.27450980392156865,0.05882352941176471,0.7760532150776053,0.22172949002217293,5.787139689578714,0.34
113,여건욱,1.54,,0.2621359223300971,0.009708737864077669,0.6756756756756757,0.3603603603603604,4.864864864864865,0.3
114,조상우,1.16,0.3333333333333333,0.20512820512820512,0.01282051282051282,1.2105263157894737,0.3157894736842105,3.7894736842105265,0.28
115,이현호,1.79,,0.27611940298507465,0.02985074626865672,0.8214285714285714,0.4642857142857143,6.107142857142858,0.27
116,박정배,1.41,0.25,0.2588832487309645,0.045685279187817264,0.995475113122172,0.27149321266968324,5.90497737556561,0.27
117,홍상삼,1.71,1.0,0.19696969696969696,0.015151515151515154,0.9154929577464788,0.8450704225352114,4.436619718309858,0.25
118,김영준,1.65,0.6666666666666666,0.19,0.03,0.7920792079207921,0.7425742574257426,4.455445544554456,0.25
119,권혁,1.18,0.5,0.20454545454545456,0.045454545454545456,1.0,0.3636363636363637,4.909090909090909,0.23
120,이상민,0.86,,0.1875,0.0,0.4761904761904762,0.2380952380952381,0.0,0.22
121,서균,1.47,0.5,0.23214285714285715,0.04166666666666666,0.5929919137466307,0.431266846361186,5.822102425876009,0.21
122,전유수,1.61,0.0,0.25925925925925924,0.037037037037037035,0.8333333333333334,0.4444444444444444,5.5,0.2
123,윤규진,1.54,0.25,0.2598425196850393,0.03674540682414698,0.9642857142857144,0.35714285714285715,5.892857142857142,0.18
124,송창식,1.5,1.0,0.25862068965517243,0.03448275862068965,0.6557377049180328,0.3278688524590164,5.163934426229509,0.18
125,장원삼,1.58,0.75,0.27167630057803466,0.023121387283236997,0.7105263157894737,0.34210526315789475,6.157894736842105,0.18
126,고창성,1.81,1.0,0.3114754098360656,0.03825136612021858,0.6182795698924731,0.2956989247311828,6.774193548387097,0.18
127,엄상백,1.47,0.1111111111111111,0.2417061611374408,0.018957345971563986,0.9544468546637744,0.36876355748373096,5.46637744034707,0.17
128,김종수,0.6,,0.16666666666666666,0.05555555555555555,0.2,0.0,1.8,0.17
129,임준섭,1.68,1.0,0.2352941176470588,0.029411764705882356,0.7407407407407408,0.7407407407407408,4.4444444444444455,0.16
130,정성종,1.42,0.0,0.2235294117647059,0.023529411764705882,0.631578947368421,0.42105263157894735,6.157894736842105,0.16
131,이민호,1.42,0.5555555555555556,0.23214285714285715,0.03571428571428571,0.84,0.38,4.68,0.16
132,배우열,1.77,,0.25,0.0,1.7307692307692306,0.5769230769230769,1.7307692307692306,0.15
133,정수민,1.76,0.2857142857142857,0.2482014388489209,0.03597122302158273,0.6551724137931034,0.5689655172413793,6.051724137931035,0.14
134,박준표,1.0,,0.0,0.0,1.0,1.0,0.0,0.14
135,배장호,1.6,0.5,0.25892857142857145,0.026785714285714284,0.5394190871369294,0.4149377593360996,5.975103734439834,0.14
136,오주원,1.41,0.3333333333333333,0.26991150442477874,0.035398230088495575,0.6909788867562379,0.2495201535508637,6.218809980806141,0.14
137,남윤성,1.85,0.0,0.3,0.025,0.3658536585365854,0.4878048780487805,5.487804878048781,0.14
138,서진용,1.5,0.6,0.2311111111111111,0.06222222222222223,1.16,0.46,6.12,0.12
139,정동윤,1.5,,0.2727272727272727,0.09090909090909093,1.3636363636363635,0.4545454545454545,4.090909090909091,0.12
140,배제성,1.0,,0.17647058823529413,0.0,0.5,0.25,0.0,0.11
141,김재균,2.12,,0.10344827586206896,0.0,0.7692307692307692,1.7307692307692306,3.461538461538461,0.11
142,전인환,1.77,,0.28,0.0,0.7692307692307692,0.5769230769230769,5.1923076923076925,0.1
143,김태오,1.95,0.3333333333333333,0.3137254901960784,0.0392156862745098,0.6666666666666666,0.42857142857142855,6.0,0.1
144,김정훈,1.59,0.4,0.242914979757085,0.02834008097165992,0.7358490566037735,0.4528301886792453,5.433962264150944,0.07
145,정용운,1.8,1.0,0.2222222222222222,0.022222222222222227,0.5,0.8,6.3,0.06
146,이명우,1.55,0.0,0.295,0.005,0.5681818181818182,0.20454545454545456,5.318181818181818,0.06
147,윤지웅,1.9,,0.2727272727272727,0.0,0.6557377049180328,0.4918032786885246,4.426229508196721,0.06
148,전상현,2.32,,0.34545454545454546,0.01818181818181818,0.6930693069306931,0.4950495049504951,6.237623762376237,0.05
149,심동섭,1.77,,0.25925925925925924,0.0,0.9615384615384616,0.5769230769230769,6.9230769230769225,0.04
150,문성현,2.0,,0.2,0.0,1.0,1.0,0.0,0.04
151,강동연,1.29,1.0,0.20408163265306126,0.040816326530612235,0.44642857142857145,0.44642857142857145,5.625,0.04
152,장지훈,1.0,,0.25,0.0,1.0,0.0,0.0,0.04
153,민태호,1.55,1.0,0.2619047619047619,0.023809523809523808,0.4347826086956522,0.4347826086956522,5.869565217391305,0.04
154,임정우,4.5,,0.2,0.0,5.0,10.0,0.0,0.04
155,김원중,1.72,0.5333333333333333,0.2540381791483113,0.041116005873715125,0.9441764300482426,0.5306685044796692,6.9469331495520334,0.03
156,윤석민,1.63,0.0,0.3021978021978022,0.04945054945054945,0.725,0.25,6.75,0.03
157,박정준,0.5,,0.0,0.0,1.0,0.5,0.0,0.03
158,심규범,1.5,,0.3333333333333333,0.0,0.0,0.0,0.0,0.03
159,신정락,1.5,0.3,0.2599118942731278,0.022026431718061675,1.1155378486055776,0.3386454183266932,5.916334661354583,0.02
160,박경태,1.42,,0.2413793103448276,0.0,0.9836065573770492,0.3278688524590164,5.9016393442622945,0.02
161,김진욱,1.59,,0.2,0.0,0.7692307692307692,0.5769230769230769,6.9230769230769225,0.02
162,이우석,3.0,,0.0,0.0,10.0,10.0,0.0,0.02
163,성동현,3.0,1.0,0.5,0.0,0.0,0.0,0.0,0.02
164,강승현,1.8,,0.375,0.125,1.6666666666666667,0.0,7.5,0.02
165,임준혁,2.05,,0.3428571428571429,0.0,0.28169014084507044,0.4225352112676057,7.605633802816903,0.02
166,한주성,2.25,,0.3636363636363637,0.0,0.25,0.25,6.75,0.01
167,김태형,1.8,,0.25,0.125,0.8333333333333334,0.8333333333333334,7.5,0.01
168,고우석,1.58,0.375,0.22115384615384612,0.03205128205128205,0.6567164179104478,0.5522388059701493,5.91044776119403,0.01
169,봉민호,0.75,,0.2,0.2,1.818181818181818,0.0,8.181818181818182,0.01
170,유원상,1.69,0.2,0.28,0.022222222222222227,0.6369426751592356,0.3609341825902335,6.496815286624202,0.01
171,고영창,1.835405405405405,,0.6666666666666666,0.0,0.9198252736186467,inf,inf,0.0
172,김민수,2.0,,0.25,0.0,1.0,1.0,9.0,-0.0
173,유재유,2.21,0.0,0.3235294117647059,0.029411764705882356,0.819672131147541,0.4918032786885246,7.377049180327869,-0.02
174,배영수,1.51,0.4,0.2749003984063745,0.023904382470119518,0.8514492753623188,0.2717391304347826,6.684782608695651,-0.03
175,황수범,3.86,,0.2,0.0,0.9523809523809524,2.8571428571428568,12.857142857142856,-0.03
176,안성무,1.71,,0.2727272727272727,0.18181818181818185,2.380952380952381,0.4761904761904762,12.857142857142856,-0.03
177,정영일,1.57,1.0,0.23414634146341465,0.03414634146341464,0.75,0.4772727272727273,5.318181818181818,-0.03
178,박성모,2.0,0.0,0.3636363636363637,0.09090909090909093,0.5,0.0,9.0,-0.04
179,조무근,4.5,1.0,0.3333333333333333,0.0,5.0,5.0,45.0,-0.04
180,한기주,1.69,0.2,0.29508196721311475,0.04371584699453552,0.7692307692307693,0.3076923076923077,6.6923076923076925,-0.04
181,최건,3.5,,0.38461538461538464,0.0,1.0,1.0,13.5,-0.05
182,김용하,2.0,,0.10526315789473684,0.0,1.3333333333333333,1.3333333333333333,9.0,-0.06
183,신병률,1.64,,0.2916666666666667,0.05,0.5555555555555556,0.2777777777777778,7.142857142857142,-0.06
184,현도훈,1.96,0.0,0.2619047619047619,0.047619047619047616,0.6097560975609757,0.7317073170731708,7.682926829268293,-0.06
185,조성훈,4.5,,0.75,0.0,0.0,0.0,90.0,-0.06
186,류재인,1.8,,0.09090909090909093,0.09090909090909093,1.6666666666666667,1.6666666666666667,22.5,-0.06
187,정태승,2.63,,0.25,0.0,1.3636363636363635,1.3636363636363635,8.181818181818182,-0.07
188,김성민,1.71,0.6666666666666666,0.26991150442477874,0.02654867256637168,0.9375,0.4375,6.1875,-0.07
189,김민규,9.0,,0.25,0.0,0.0,20.0,180.0,-0.07
190,이승현,1.77,0.5,0.2804878048780488,0.04878048780487805,0.8235294117647058,0.4117647058823529,7.9411764705882355,-0.07
191,이동걸,2.5,,0.4545454545454545,0.09090909090909093,1.0,0.0,18.0,-0.08
192,임창민,1.43,0.0,0.24242424242424246,0.060606060606060615,1.2857142857142858,0.2857142857142857,6.428571428571429,-0.09
193,조성운,1.8,,0.2734375,0.046875,0.9541984732824428,0.4961832061068702,7.557251908396948,-0.09
194,박민호,2.14,,0.3333333333333333,0.08333333333333333,0.0,0.4761904761904762,17.142857142857142,-0.09
195,홍성민,1.91,,0.3333333333333333,0.05555555555555555,0.9375,0.3125,14.0625,-0.09
196,김대우,2.7,,0.42105263157894735,0.10526315789473684,0.6451612903225806,0.3225806451612903,14.516129032258064,-0.1
197,강윤구,1.46,0.5833333333333334,0.2222222222222222,0.0411522633744856,1.1992619926199262,0.4797047970479705,6.143911439114392,-0.1
198,박근홍,1.74,1.0,0.2393162393162393,0.02564102564102564,1.173913043478261,0.5217391304347826,7.434782608695652,-0.1
199,김정인,2.32,0.0,0.35897435897435903,0.02564102564102564,0.5633802816901409,0.4225352112676057,8.873239436619716,-0.1
200,김민우,1.75,0.35714285714285715,0.2841880341880342,0.0405982905982906,0.7366296670030272,0.41372351160444,6.538849646821393,-0.11
201,김기태,2.4,,0.4,0.3,1.6666666666666667,0.0,37.5,-0.12
202,서의태,4.5,,0.16666666666666666,0.0,5.0,10.0,180.0,-0.12
203,김택형,1.63,0.3333333333333333,0.17307692307692307,0.019230769230769232,0.9821428571428572,0.8928571428571429,8.035714285714286,-0.13
204,하준영,1.64,,0.2388059701492537,0.04477611940298507,0.8450704225352114,0.5633802816901409,9.507042253521126,-0.13
205,김태형,6.0,,0.25,0.0,0.0,4.0,36.0,-0.13
206,김시현,2.4,,0.3448275862068966,0.06896551724137931,1.0,0.4,12.6,-0.13
207,김경태,3.38,,0.2352941176470588,0.1176470588235294,0.9090909090909092,2.2727272727272725,20.454545454545453,-0.13
208,김진영,1.5,,0.2653061224489796,0.020408163265306117,0.8108108108108109,0.3603603603603604,8.108108108108109,-0.13
209,고효준,1.73,0.4,0.21568627450980396,0.0196078431372549,1.2149532710280373,0.7165109034267912,7.009345794392522,-0.13
210,최민준,2.2,,0.3928571428571429,0.17857142857142858,0.6,0.0,14.4,-0.16
211,이영준,4.5,,0.4,0.0,1.0,1.5,22.5,-0.17
212,손주영,2.31,0.0,0.20967741935483872,0.0,0.625,1.25,8.839285714285715,-0.17
213,김용주,3.5,,0.38461538461538464,0.07692307692307693,1.0,1.0,18.0,-0.18
214,최지광,2.08,,0.24444444444444444,0.0,0.853658536585366,0.853658536585366,12.073170731707318,-0.18
215,강지광,4.0,,0.3809523809523809,0.047619047619047616,1.0,1.3333333333333333,21.0,-0.19
216,박주홍,1.93,0.5,0.2765957446808511,0.0425531914893617,0.989010989010989,0.5494505494505495,8.9010989010989,-0.19
217,심수창,3.0,,0.5384615384615384,0.15384615384615385,0.9523809523809524,0.0,17.142857142857142,-0.2
218,장현식,1.8,0.6,0.246031746031746,0.05555555555555555,0.916030534351145,0.648854961832061,7.557251908396948,-0.21
219,장민익,3.5,,0.35714285714285715,0.21428571428571427,1.0,1.0,27.0,-0.21
220,김세현,1.83,0.14285714285714285,0.2931937172774869,0.020942408376963352,0.8,0.425,6.75,-0.23
221,홍건희,2.34,0.0,0.3636363636363637,0.045454545454545456,0.8024691358024691,0.4320987654320988,10.555555555555557,-0.23
222,문광은,2.4,0.0,0.3142857142857143,0.08571428571428573,0.8064516129032258,0.8064516129032258,13.06451612903226,-0.23
223,노성호,1.96,0.3333333333333333,0.2215189873417721,0.0379746835443038,1.1180124223602483,0.9006211180124223,7.267080745341613,-0.24
224,김유신,1.46,,0.2280701754385965,0.0,0.4615384615384616,0.4615384615384616,9.692307692307693,-0.24
225,변시원,1.69,,0.3076923076923077,0.038461538461538464,0.7843137254901962,0.19607843137254904,10.588235294117649,-0.24
226,김진성,1.65,0.6,0.2705314009661836,0.06280193236714976,0.8425720620842572,0.4212860310421286,7.184035476718402,-0.25
227,이우찬,9.0,,0.3333333333333333,0.0,0.0,15.0,180.0,-0.27
228,윤강민,3.35,,0.3888888888888889,0.027777777777777776,0.7692307692307692,0.9615384615384616,19.038461538461537,-0.28
229,허준혁,4.2,0.0,0.3333333333333333,0.0,0.8333333333333334,2.5,37.5,-0.28
230,하영민,2.27,0.0,0.33707865168539325,0.033707865168539325,0.6211180124223602,0.43478260869565216,7.8260869565217375,-0.32
231,김주한,2.5,1.0,0.2647058823529412,0.05882352941176471,0.8333333333333334,1.0,13.5,-0.32
232,최금강,1.96,0.0,0.2786885245901639,0.04371584699453552,0.4851752021563342,0.5929919137466307,8.49056603773585,-0.32
233,안우진,1.79,0.3333333333333333,0.2323232323232323,0.030303030303030307,1.119221411192214,0.681265206812652,7.226277372262772,-0.32
234,박진형,2.39,0.6,0.3333333333333333,0.014492753623188406,0.8461538461538461,0.6153846153846154,6.230769230769232,-0.33
235,김선기,2.21,0.0,0.2833333333333333,0.04166666666666666,0.945945945945946,0.7207207207207208,8.108108108108109,-0.33
236,이민우,1.99,0.4,0.2765957446808511,0.02127659574468085,0.7526881720430108,0.6182795698924731,7.258064516129032,-0.35
